"Row"	"Column"	"Gene"	"Size"	"Media"	"Time.Point"	"Temp"	"Array"	"Condition"	"Well"
22	44	"C1C1 rho c1e1 pr66"	1279	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r22c44"
22	45	"C1C1 rho c1e1 pr66"	1219	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r22c45"
22	46	"C1C1 rho c1e1 pr66"	1230	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r22c46"
23	3	"C1C1 rho c1e1 pr61"	1134	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c3"
23	4	"C1C1 rho c1e1 pr61"	1106	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c4"
23	5	"C1C1 rho c1e1 pr61"	1056	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c5"
23	6	"C1C1 rho c1e1 pr61"	1336	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c6"
23	7	"C1C1 rho c1e1 pr61"	1273	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c7"
23	10	"C1C1 rho c1e1 pr62"	1280	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c10"
23	11	"C1C1 rho c1e1 pr62"	1290	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c11"
23	12	"C1C1 rho c1e1 pr62"	1245	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c12"
23	13	"C1C1 rho c1e1 pr62"	1224	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c13"
23	14	"C1C1 rho c1e1 pr62"	1296	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c14"
23	15	"C1C1 rho c1e1 pr62"	1350	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c15"
23	18	"C1C1 rho c1e1 pr63"	1311	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c18"
23	19	"C1C1 rho c1e1 pr63"	1267	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c19"
23	20	"C1C1 rho c1e1 pr63"	1338	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c20"
23	21	"C1C1 rho c1e1 pr63"	1298	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c21"
23	22	"C1C1 rho c1e1 pr63"	1327	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c22"
23	23	"C1C1 rho c1e1 pr63"	1288	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c23"
23	26	"C1C1 rho c1e1 pr64"	1345	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c26"
23	27	"C1C1 rho c1e1 pr64"	1381	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c27"
23	28	"C1C1 rho c1e1 pr64"	1338	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c28"
23	29	"C1C1 rho c1e1 pr64"	1373	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c29"
23	30	"C1C1 rho c1e1 pr64"	1389	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c30"
23	31	"C1C1 rho c1e1 pr64"	1334	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c31"
23	34	"C1C1 rho c1e1 pr65"	1260	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c34"
23	35	"C1C1 rho c1e1 pr65"	1253	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c35"
23	36	"C1C1 rho c1e1 pr65"	1260	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c36"
23	37	"C1C1 rho c1e1 pr65"	1274	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c37"
23	38	"C1C1 rho c1e1 pr65"	1329	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c38"
23	39	"C1C1 rho c1e1 pr65"	1266	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c39"
23	42	"C1C1 rho c1e1 pr66"	1291	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c42"
23	43	"C1C1 rho c1e1 pr66"	1201	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c43"
23	44	"C1C1 rho c1e1 pr66"	1236	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c44"
23	45	"C1C1 rho c1e1 pr66"	1282	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c45"
23	46	"C1C1 rho c1e1 pr66"	1210	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r23c46"
26	3	"C1C1 rho c1e1 pr73"	974	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c3"
26	4	"C1C1 rho c1e1 pr73"	996	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c4"
26	5	"C1C1 rho c1e1 pr73"	1057	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c5"
26	6	"C1C1 rho c1e1 pr73"	1141	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c6"
26	7	"C1C1 rho c1e1 pr73"	1007	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c7"
26	10	"C1C1 rho c1e1 pr74"	1183	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c10"
26	11	"C1C1 rho c1e1 pr74"	1190	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c11"
26	12	"C1C1 rho c1e1 pr74"	1182	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c12"
26	13	"C1C1 rho c1e1 pr74"	1211	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c13"
26	14	"C1C1 rho c1e1 pr74"	1188	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c14"
26	15	"C1C1 rho c1e1 pr74"	1283	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c15"
26	18	"C1C1 rho c1e1 pr75"	1287	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c18"
26	19	"C1C1 rho c1e1 pr75"	1287	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c19"
26	20	"C1C1 rho c1e1 pr75"	1271	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c20"
26	21	"C1C1 rho c1e1 pr75"	1251	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c21"
26	22	"C1C1 rho c1e1 pr75"	1248	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c22"
26	23	"C1C1 rho c1e1 pr75"	1233	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c23"
26	26	"C1C1 rho c1e1 pr76"	1206	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c26"
26	27	"C1C1 rho c1e1 pr76"	1152	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c27"
26	28	"C1C1 rho c1e1 pr76"	1234	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c28"
26	29	"C1C1 rho c1e1 pr76"	1145	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c29"
26	30	"C1C1 rho c1e1 pr76"	1295	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c30"
26	31	"C1C1 rho c1e1 pr76"	1151	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c31"
26	34	"C1C1 rho c1e1 pr77"	1333	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c34"
26	35	"C1C1 rho c1e1 pr77"	1318	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c35"
26	36	"C1C1 rho c1e1 pr77"	1369	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c36"
26	37	"C1C1 rho c1e1 pr77"	1267	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c37"
26	38	"C1C1 rho c1e1 pr77"	1337	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c38"
26	39	"C1C1 rho c1e1 pr77"	1346	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c39"
26	42	"C1C1 rho c1e1 pr78"	1339	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c42"
26	43	"C1C1 rho c1e1 pr78"	1318	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c43"
26	44	"C1C1 rho c1e1 pr78"	1346	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c44"
26	45	"C1C1 rho c1e1 pr78"	1307	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c45"
26	46	"C1C1 rho c1e1 pr78"	1297	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r26c46"
27	3	"C1C1 rho c1e1 pr73"	1047	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c3"
27	4	"C1C1 rho c1e1 pr73"	998	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c4"
27	5	"C1C1 rho c1e1 pr73"	1041	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c5"
27	6	"C1C1 rho c1e1 pr73"	1012	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c6"
27	7	"C1C1 rho c1e1 pr73"	1095	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c7"
27	10	"C1C1 rho c1e1 pr74"	1261	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c10"
27	11	"C1C1 rho c1e1 pr74"	1240	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c11"
27	12	"C1C1 rho c1e1 pr74"	1246	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c12"
27	13	"C1C1 rho c1e1 pr74"	1180	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c13"
27	14	"C1C1 rho c1e1 pr74"	1166	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c14"
27	15	"C1C1 rho c1e1 pr74"	1243	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c15"
27	18	"C1C1 rho c1e1 pr75"	1271	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c18"
27	19	"C1C1 rho c1e1 pr75"	1317	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c19"
27	20	"C1C1 rho c1e1 pr75"	1188	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c20"
27	21	"C1C1 rho c1e1 pr75"	1261	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c21"
27	22	"C1C1 rho c1e1 pr75"	1309	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c22"
27	23	"C1C1 rho c1e1 pr75"	1210	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c23"
27	26	"C1C1 rho c1e1 pr76"	1120	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c26"
27	27	"C1C1 rho c1e1 pr76"	1116	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c27"
27	28	"C1C1 rho c1e1 pr76"	1193	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c28"
27	29	"C1C1 rho c1e1 pr76"	1244	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c29"
27	30	"C1C1 rho c1e1 pr76"	1173	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c30"
27	31	"C1C1 rho c1e1 pr76"	1240	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c31"
27	34	"C1C1 rho c1e1 pr77"	1339	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c34"
27	35	"C1C1 rho c1e1 pr77"	1340	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c35"
27	36	"C1C1 rho c1e1 pr77"	1325	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c36"
27	37	"C1C1 rho c1e1 pr77"	1278	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c37"
27	38	"C1C1 rho c1e1 pr77"	1296	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c38"
27	39	"C1C1 rho c1e1 pr77"	1231	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c39"
27	42	"C1C1 rho c1e1 pr78"	1314	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c42"
27	43	"C1C1 rho c1e1 pr78"	1315	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c43"
27	44	"C1C1 rho c1e1 pr78"	1293	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c44"
27	45	"C1C1 rho c1e1 pr78"	1299	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c45"
27	46	"C1C1 rho c1e1 pr78"	1248	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r27c46"
30	3	"C1C1 rho c1e1 pr85"	954	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c3"
30	4	"C1C1 rho c1e1 pr85"	1095	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c4"
30	5	"C1C1 rho c1e1 pr85"	1032	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c5"
30	6	"C1C1 rho c1e1 pr85"	1098	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c6"
30	7	"C1C1 rho c1e1 pr85"	1139	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c7"
30	10	"C1C1 rho c1e1 pr86"	1259	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c10"
30	11	"C1C1 rho c1e1 pr86"	1263	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c11"
30	12	"C1C1 rho c1e1 pr86"	1100	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c12"
30	13	"C1C1 rho c1e1 pr86"	1129	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c13"
30	14	"C1C1 rho c1e1 pr86"	1128	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c14"
30	15	"C1C1 rho c1e1 pr86"	1122	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c15"
30	18	"C1C1 rho c1e1 pr87"	1099	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c18"
30	19	"C1C1 rho c1e1 pr87"	1065	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c19"
30	20	"C1C1 rho c1e1 pr87"	1053	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c20"
30	21	"C1C1 rho c1e1 pr87"	1103	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c21"
30	22	"C1C1 rho c1e1 pr87"	1100	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c22"
30	23	"C1C1 rho c1e1 pr87"	1055	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c23"
30	26	"C1C1 rho c1e1 pr88"	1056	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c26"
30	27	"C1C1 rho c1e1 pr88"	1076	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c27"
30	28	"C1C1 rho c1e1 pr88"	1081	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c28"
30	29	"C1C1 rho c1e1 pr88"	1083	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c29"
30	30	"C1C1 rho c1e1 pr88"	1076	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c30"
30	31	"C1C1 rho c1e1 pr88"	1096	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c31"
30	34	"C1C1 rho c1e1 pr89"	1124	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c34"
30	35	"C1C1 rho c1e1 pr89"	1141	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c35"
30	36	"C1C1 rho c1e1 pr89"	1144	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c36"
30	37	"C1C1 rho c1e1 pr89"	1135	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c37"
30	38	"C1C1 rho c1e1 pr89"	1143	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c38"
30	39	"C1C1 rho c1e1 pr89"	1120	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c39"
30	42	"C1C1 rho c1e1 pr90"	1126	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c42"
30	43	"C1C1 rho c1e1 pr90"	1179	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c43"
30	44	"C1C1 rho c1e1 pr90"	1146	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c44"
30	45	"C1C1 rho c1e1 pr90"	1212	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c45"
30	46	"C1C1 rho c1e1 pr90"	1133	"YPEG"	28.5	"37"	"1"	"YPEG_37"	"r30c46"
3	3	"Ref"	731	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c3"
3	4	"Ref"	762	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c4"
3	5	"Ref"	753	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c5"
3	6	"Ref"	716	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c6"
3	7	"Ref"	721	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c7"
3	10	"C1C1 rho c1e1 pr 2"	1386	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c10"
3	11	"C1C1 rho c1e1 pr 2"	1176	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c11"
3	12	"C1C1 rho c1e1 pr 2"	1189	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c12"
3	13	"C1C1 rho c1e1 pr 2"	1213	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c13"
3	14	"C1C1 rho c1e1 pr 2"	1154	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c14"
3	15	"C1C1 rho c1e1 pr 2"	1240	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c15"
3	18	"C1C1 rho c1e1 pr 3"	1155	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c18"
3	19	"C1C1 rho c1e1 pr 3"	1148	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c19"
3	20	"C1C1 rho c1e1 pr 3"	1166	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c20"
3	21	"C1C1 rho c1e1 pr 3"	1131	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c21"
3	22	"C1C1 rho c1e1 pr 3"	1129	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c22"
3	23	"C1C1 rho c1e1 pr 3"	1171	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c23"
3	26	"C1C1 rho c1e1 pr 4"	1158	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c26"
3	27	"C1C1 rho c1e1 pr 4"	1150	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c27"
3	28	"C1C1 rho c1e1 pr 4"	1157	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c28"
3	29	"C1C1 rho c1e1 pr 4"	1132	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c29"
3	30	"C1C1 rho c1e1 pr 4"	1097	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c30"
3	31	"C1C1 rho c1e1 pr 4"	1161	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c31"
3	34	"C1C1 rho c1e1 pr 5"	1214	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c34"
3	35	"C1C1 rho c1e1 pr 5"	1273	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c35"
3	36	"C1C1 rho c1e1 pr 5"	1272	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c36"
3	37	"C1C1 rho c1e1 pr 5"	1269	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c37"
3	38	"C1C1 rho c1e1 pr 5"	1252	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c38"
3	39	"C1C1 rho c1e1 pr 5"	1267	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c39"
3	42	"C1C1 rho c1e1 pr 6"	1420	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c42"
3	43	"C1C1 rho c1e1 pr 6"	1440	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c43"
3	44	"C1C1 rho c1e1 pr 6"	1411	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c44"
3	45	"C1C1 rho c1e1 pr 6"	1411	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c45"
3	46	"C1C1 rho c1e1 pr 6"	1409	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r3c46"
6	3	"C1C1 rho c1e1 pr13"	1350	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c3"
6	4	"C1C1 rho c1e1 pr13"	1445	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c4"
6	5	"C1C1 rho c1e1 pr13"	1368	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c5"
6	6	"C1C1 rho c1e1 pr13"	1329	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c6"
6	7	"C1C1 rho c1e1 pr13"	1360	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c7"
6	10	"C1C1 rho c1e1 pr14"	1422	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c10"
6	11	"C1C1 rho c1e1 pr14"	1357	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c11"
6	12	"C1C1 rho c1e1 pr14"	1393	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c12"
6	13	"C1C1 rho c1e1 pr14"	1415	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c13"
6	14	"C1C1 rho c1e1 pr14"	1314	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c14"
6	15	"C1C1 rho c1e1 pr14"	1394	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c15"
6	18	"C1C1 rho c1e1 pr15"	719	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c18"
6	19	"C1C1 rho c1e1 pr15"	680	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c19"
6	20	"C1C1 rho c1e1 pr15"	722	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c20"
6	21	"C1C1 rho c1e1 pr15"	697	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c21"
6	22	"C1C1 rho c1e1 pr15"	721	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c22"
6	23	"C1C1 rho c1e1 pr15"	649	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c23"
6	26	"C1C1 rho c1e1 pr16"	1394	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c26"
6	27	"C1C1 rho c1e1 pr16"	1446	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c27"
6	28	"C1C1 rho c1e1 pr16"	1391	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c28"
6	29	"C1C1 rho c1e1 pr16"	1398	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c29"
6	30	"C1C1 rho c1e1 pr16"	1408	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c30"
6	31	"C1C1 rho c1e1 pr16"	1407	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c31"
6	34	"C1C1 rho c1e1 pr17"	1373	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c34"
6	35	"C1C1 rho c1e1 pr17"	1436	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c35"
6	36	"C1C1 rho c1e1 pr17"	1445	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c36"
6	37	"C1C1 rho c1e1 pr17"	1406	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c37"
6	38	"C1C1 rho c1e1 pr17"	1509	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c38"
6	39	"C1C1 rho c1e1 pr17"	1466	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c39"
6	42	"C1C1 rho c1e1 pr18"	1487	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c42"
6	43	"C1C1 rho c1e1 pr18"	1455	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c43"
6	44	"C1C1 rho c1e1 pr18"	1485	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c44"
6	45	"C1C1 rho c1e1 pr18"	1454	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c45"
6	46	"C1C1 rho c1e1 pr18"	1476	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r6c46"
7	3	"C1C1 rho c1e1 pr13"	1492	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c3"
7	4	"C1C1 rho c1e1 pr13"	1399	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c4"
7	5	"C1C1 rho c1e1 pr13"	1445	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c5"
7	6	"C1C1 rho c1e1 pr13"	1216	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c6"
7	7	"C1C1 rho c1e1 pr13"	1293	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c7"
7	10	"C1C1 rho c1e1 pr14"	1370	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c10"
7	11	"C1C1 rho c1e1 pr14"	1344	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c11"
7	12	"C1C1 rho c1e1 pr14"	1384	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c12"
7	13	"C1C1 rho c1e1 pr14"	1382	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c13"
7	14	"C1C1 rho c1e1 pr14"	1284	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c14"
7	15	"C1C1 rho c1e1 pr14"	1383	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c15"
7	18	"C1C1 rho c1e1 pr15"	704	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c18"
7	19	"C1C1 rho c1e1 pr15"	736	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c19"
7	20	"C1C1 rho c1e1 pr15"	732	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c20"
7	21	"C1C1 rho c1e1 pr15"	699	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c21"
7	22	"C1C1 rho c1e1 pr15"	727	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c22"
7	23	"C1C1 rho c1e1 pr15"	718	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c23"
7	26	"C1C1 rho c1e1 pr16"	1364	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c26"
7	27	"C1C1 rho c1e1 pr16"	1407	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c27"
7	28	"C1C1 rho c1e1 pr16"	1351	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c28"
7	29	"C1C1 rho c1e1 pr16"	1395	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c29"
7	30	"C1C1 rho c1e1 pr16"	1405	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c30"
7	31	"C1C1 rho c1e1 pr16"	1423	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c31"
7	34	"C1C1 rho c1e1 pr17"	1392	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c34"
7	35	"C1C1 rho c1e1 pr17"	1459	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c35"
7	36	"C1C1 rho c1e1 pr17"	1475	"YPEG"	32.5	"37"	"1"	"YPEG_37"	"r7c36"
