"Row"	"Column"	"Gene"	"Size"	"Media"	"Time.Point"	"Temp"	"Array"	"Condition"	"Well"
6	20	"C1C1 rho c1e1 pr15"	462	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c20"
6	21	"C1C1 rho c1e1 pr15"	445	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c21"
6	22	"C1C1 rho c1e1 pr15"	466	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c22"
6	23	"C1C1 rho c1e1 pr15"	405	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c23"
6	26	"C1C1 rho c1e1 pr16"	974	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c26"
6	27	"C1C1 rho c1e1 pr16"	1019	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c27"
6	28	"C1C1 rho c1e1 pr16"	996	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c28"
6	29	"C1C1 rho c1e1 pr16"	993	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c29"
6	30	"C1C1 rho c1e1 pr16"	991	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c30"
6	31	"C1C1 rho c1e1 pr16"	997	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c31"
6	34	"C1C1 rho c1e1 pr17"	966	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c34"
6	35	"C1C1 rho c1e1 pr17"	1017	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c35"
6	36	"C1C1 rho c1e1 pr17"	1024	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c36"
6	37	"C1C1 rho c1e1 pr17"	991	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c37"
6	38	"C1C1 rho c1e1 pr17"	1082	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c38"
6	39	"C1C1 rho c1e1 pr17"	1043	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c39"
6	42	"C1C1 rho c1e1 pr18"	1073	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c42"
6	43	"C1C1 rho c1e1 pr18"	1042	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c43"
6	44	"C1C1 rho c1e1 pr18"	1074	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c44"
6	45	"C1C1 rho c1e1 pr18"	1042	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c45"
6	46	"C1C1 rho c1e1 pr18"	1043	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r6c46"
7	3	"C1C1 rho c1e1 pr13"	1060	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c3"
7	4	"C1C1 rho c1e1 pr13"	984	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c4"
7	5	"C1C1 rho c1e1 pr13"	1032	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c5"
7	6	"C1C1 rho c1e1 pr13"	834	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c6"
7	7	"C1C1 rho c1e1 pr13"	913	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c7"
7	10	"C1C1 rho c1e1 pr14"	979	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c10"
7	11	"C1C1 rho c1e1 pr14"	948	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c11"
7	12	"C1C1 rho c1e1 pr14"	988	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c12"
7	13	"C1C1 rho c1e1 pr14"	979	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c13"
7	14	"C1C1 rho c1e1 pr14"	887	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c14"
7	15	"C1C1 rho c1e1 pr14"	979	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c15"
7	18	"C1C1 rho c1e1 pr15"	452	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c18"
7	19	"C1C1 rho c1e1 pr15"	476	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c19"
7	20	"C1C1 rho c1e1 pr15"	473	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c20"
7	21	"C1C1 rho c1e1 pr15"	449	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c21"
7	22	"C1C1 rho c1e1 pr15"	472	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c22"
7	23	"C1C1 rho c1e1 pr15"	457	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c23"
7	26	"C1C1 rho c1e1 pr16"	960	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c26"
7	27	"C1C1 rho c1e1 pr16"	989	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c27"
7	28	"C1C1 rho c1e1 pr16"	950	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c28"
7	29	"C1C1 rho c1e1 pr16"	983	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c29"
7	30	"C1C1 rho c1e1 pr16"	991	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c30"
7	31	"C1C1 rho c1e1 pr16"	1004	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c31"
7	34	"C1C1 rho c1e1 pr17"	981	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c34"
7	35	"C1C1 rho c1e1 pr17"	1032	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c35"
7	36	"C1C1 rho c1e1 pr17"	1062	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c36"
7	37	"C1C1 rho c1e1 pr17"	1048	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c37"
7	38	"C1C1 rho c1e1 pr17"	1049	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c38"
7	39	"C1C1 rho c1e1 pr17"	1044	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c39"
7	42	"C1C1 rho c1e1 pr18"	1069	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c42"
7	43	"C1C1 rho c1e1 pr18"	1063	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c43"
7	44	"C1C1 rho c1e1 pr18"	1066	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c44"
7	45	"C1C1 rho c1e1 pr18"	1063	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c45"
7	46	"C1C1 rho c1e1 pr18"	1046	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r7c46"
10	3	"C1C1 rho c1e1 pr25"	850	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c3"
10	4	"C1C1 rho c1e1 pr25"	1038	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c4"
10	5	"C1C1 rho c1e1 pr25"	976	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c5"
10	6	"C1C1 rho c1e1 pr25"	887	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c6"
10	7	"C1C1 rho c1e1 pr25"	944	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c7"
10	10	"C1C1 rho c1e1 pr26"	1010	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c10"
10	11	"C1C1 rho c1e1 pr26"	969	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c11"
10	12	"C1C1 rho c1e1 pr26"	980	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c12"
10	13	"C1C1 rho c1e1 pr26"	969	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c13"
10	14	"C1C1 rho c1e1 pr26"	1009	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c14"
10	15	"C1C1 rho c1e1 pr26"	935	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c15"
10	18	"C1C1 rho c1e1 pr27"	989	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c18"
10	19	"C1C1 rho c1e1 pr27"	974	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c19"
10	20	"C1C1 rho c1e1 pr27"	993	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c20"
10	21	"C1C1 rho c1e1 pr27"	968	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c21"
10	22	"C1C1 rho c1e1 pr27"	960	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c22"
10	23	"C1C1 rho c1e1 pr27"	935	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c23"
10	26	"C1C1 rho c1e1 pr28"	959	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c26"
10	27	"C1C1 rho c1e1 pr28"	961	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c27"
10	28	"C1C1 rho c1e1 pr28"	922	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c28"
10	29	"C1C1 rho c1e1 pr28"	903	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c29"
10	30	"C1C1 rho c1e1 pr28"	986	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c30"
10	31	"C1C1 rho c1e1 pr28"	1005	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c31"
10	42	"C1C1 rho c1e1 pr30"	430	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c42"
10	43	"C1C1 rho c1e1 pr30"	1102	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c43"
10	44	"C1C1 rho c1e1 pr30"	1103	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c44"
10	45	"C1C1 rho c1e1 pr30"	1076	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c45"
10	46	"C1C1 rho c1e1 pr30"	1074	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r10c46"
11	3	"C1C1 rho c1e1 pr25"	904	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c3"
11	4	"C1C1 rho c1e1 pr25"	901	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c4"
11	5	"C1C1 rho c1e1 pr25"	978	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c5"
11	6	"C1C1 rho c1e1 pr25"	954	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c6"
11	7	"C1C1 rho c1e1 pr25"	895	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c7"
11	10	"C1C1 rho c1e1 pr26"	936	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c10"
11	11	"C1C1 rho c1e1 pr26"	1116	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c11"
11	12	"C1C1 rho c1e1 pr26"	940	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c12"
11	13	"C1C1 rho c1e1 pr26"	967	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c13"
11	14	"C1C1 rho c1e1 pr26"	912	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c14"
11	15	"C1C1 rho c1e1 pr26"	936	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c15"
11	18	"C1C1 rho c1e1 pr27"	1019	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c18"
11	19	"C1C1 rho c1e1 pr27"	908	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c19"
11	20	"C1C1 rho c1e1 pr27"	951	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c20"
11	21	"C1C1 rho c1e1 pr27"	947	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c21"
11	22	"C1C1 rho c1e1 pr27"	948	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c22"
11	23	"C1C1 rho c1e1 pr27"	966	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c23"
11	26	"C1C1 rho c1e1 pr28"	908	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c26"
11	27	"C1C1 rho c1e1 pr28"	946	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c27"
11	28	"C1C1 rho c1e1 pr28"	977	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c28"
11	29	"C1C1 rho c1e1 pr28"	964	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c29"
11	30	"C1C1 rho c1e1 pr28"	939	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c30"
11	31	"C1C1 rho c1e1 pr28"	980	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c31"
11	42	"C1C1 rho c1e1 pr30"	1089	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c42"
11	43	"C1C1 rho c1e1 pr30"	1056	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c43"
11	44	"C1C1 rho c1e1 pr30"	1100	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c44"
11	45	"C1C1 rho c1e1 pr30"	1096	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c45"
11	46	"C1C1 rho c1e1 pr30"	1107	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r11c46"
14	3	"C1C1 rho c1e1 pr37"	955	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c3"
14	4	"C1C1 rho c1e1 pr37"	941	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c4"
14	5	"C1C1 rho c1e1 pr37"	1000	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c5"
14	6	"C1C1 rho c1e1 pr37"	1046	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c6"
14	7	"C1C1 rho c1e1 pr37"	1003	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c7"
14	10	"C1C1 rho c1e1 pr38"	934	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c10"
14	11	"C1C1 rho c1e1 pr38"	981	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c11"
14	12	"C1C1 rho c1e1 pr38"	974	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c12"
14	13	"C1C1 rho c1e1 pr38"	964	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c13"
14	14	"C1C1 rho c1e1 pr38"	982	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c14"
14	15	"C1C1 rho c1e1 pr38"	920	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c15"
14	18	"C1C1 rho c1e1 pr39"	955	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c18"
14	19	"C1C1 rho c1e1 pr39"	965	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c19"
14	20	"C1C1 rho c1e1 pr39"	966	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c20"
14	21	"C1C1 rho c1e1 pr39"	963	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c21"
14	22	"C1C1 rho c1e1 pr39"	950	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c22"
14	23	"C1C1 rho c1e1 pr39"	991	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c23"
14	26	"C1C1 rho c1e1 pr40"	943	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c26"
14	27	"C1C1 rho c1e1 pr40"	1017	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c27"
14	28	"C1C1 rho c1e1 pr40"	1024	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c28"
14	29	"C1C1 rho c1e1 pr40"	951	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c29"
14	30	"C1C1 rho c1e1 pr40"	1034	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c30"
14	31	"C1C1 rho c1e1 pr40"	1100	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c31"
14	34	"C1C1 rho c1e1 pr41"	1066	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c34"
14	35	"C1C1 rho c1e1 pr41"	1109	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c35"
14	36	"C1C1 rho c1e1 pr41"	1087	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c36"
14	37	"C1C1 rho c1e1 pr41"	1056	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c37"
14	38	"C1C1 rho c1e1 pr41"	1092	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c38"
14	39	"C1C1 rho c1e1 pr41"	1062	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c39"
14	42	"C1C1 rho c1e1 pr42"	1078	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c42"
14	43	"C1C1 rho c1e1 pr42"	1103	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c43"
14	44	"C1C1 rho c1e1 pr42"	1134	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c44"
14	45	"C1C1 rho c1e1 pr42"	1088	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c45"
14	46	"C1C1 rho c1e1 pr42"	1106	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r14c46"
15	3	"C1C1 rho c1e1 pr37"	975	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c3"
15	4	"C1C1 rho c1e1 pr37"	1070	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c4"
15	5	"C1C1 rho c1e1 pr37"	988	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c5"
15	6	"C1C1 rho c1e1 pr37"	910	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c6"
15	7	"C1C1 rho c1e1 pr37"	938	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c7"
15	10	"C1C1 rho c1e1 pr38"	957	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c10"
15	11	"C1C1 rho c1e1 pr38"	907	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c11"
15	12	"C1C1 rho c1e1 pr38"	914	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c12"
15	13	"C1C1 rho c1e1 pr38"	848	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c13"
15	14	"C1C1 rho c1e1 pr38"	896	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c14"
15	15	"C1C1 rho c1e1 pr38"	906	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c15"
15	18	"C1C1 rho c1e1 pr39"	1006	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c18"
15	19	"C1C1 rho c1e1 pr39"	998	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c19"
15	20	"C1C1 rho c1e1 pr39"	989	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c20"
15	21	"C1C1 rho c1e1 pr39"	949	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c21"
15	22	"C1C1 rho c1e1 pr39"	978	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c22"
15	23	"C1C1 rho c1e1 pr39"	997	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c23"
15	26	"C1C1 rho c1e1 pr40"	929	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c26"
15	27	"C1C1 rho c1e1 pr40"	963	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c27"
15	28	"C1C1 rho c1e1 pr40"	994	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c28"
15	29	"C1C1 rho c1e1 pr40"	990	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c29"
15	30	"C1C1 rho c1e1 pr40"	973	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c30"
15	31	"C1C1 rho c1e1 pr40"	1011	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c31"
15	34	"C1C1 rho c1e1 pr41"	1032	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c34"
15	35	"C1C1 rho c1e1 pr41"	1091	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c35"
15	36	"C1C1 rho c1e1 pr41"	1086	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c36"
15	37	"C1C1 rho c1e1 pr41"	1078	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c37"
15	38	"C1C1 rho c1e1 pr41"	1102	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c38"
15	39	"C1C1 rho c1e1 pr41"	1051	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c39"
15	42	"C1C1 rho c1e1 pr42"	1098	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c42"
15	43	"C1C1 rho c1e1 pr42"	1131	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c43"
15	44	"C1C1 rho c1e1 pr42"	1259	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c44"
15	45	"C1C1 rho c1e1 pr42"	1039	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c45"
15	46	"C1C1 rho c1e1 pr42"	1101	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r15c46"
18	3	"C1C1 rho c1e1 pr49"	924	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c3"
18	4	"C1C1 rho c1e1 pr49"	1072	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c4"
18	5	"C1C1 rho c1e1 pr49"	923	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c5"
18	6	"C1C1 rho c1e1 pr49"	893	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c6"
18	7	"C1C1 rho c1e1 pr49"	884	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c7"
18	10	"C1C1 rho c1e1 pr50"	1046	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c10"
18	11	"C1C1 rho c1e1 pr50"	1037	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c11"
18	12	"C1C1 rho c1e1 pr50"	1009	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c12"
18	13	"C1C1 rho c1e1 pr50"	1006	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c13"
18	14	"C1C1 rho c1e1 pr50"	1014	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c14"
18	15	"C1C1 rho c1e1 pr50"	1061	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c15"
18	18	"C1C1 rho c1e1 pr51"	971	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c18"
18	19	"C1C1 rho c1e1 pr51"	984	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c19"
18	20	"C1C1 rho c1e1 pr51"	1030	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c20"
18	21	"C1C1 rho c1e1 pr51"	1006	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c21"
18	22	"C1C1 rho c1e1 pr51"	967	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c22"
18	23	"C1C1 rho c1e1 pr51"	1011	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c23"
18	26	"C1C1 rho c1e1 pr52"	991	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c26"
18	27	"C1C1 rho c1e1 pr52"	1010	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c27"
18	28	"C1C1 rho c1e1 pr52"	958	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c28"
18	29	"C1C1 rho c1e1 pr52"	971	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c29"
18	30	"C1C1 rho c1e1 pr52"	1001	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c30"
18	31	"C1C1 rho c1e1 pr52"	1019	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c31"
18	34	"C1C1 rho c1e1 pr53"	1095	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c34"
18	35	"C1C1 rho c1e1 pr53"	1102	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c35"
18	36	"C1C1 rho c1e1 pr53"	1107	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c36"
18	37	"C1C1 rho c1e1 pr53"	1142	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c37"
18	38	"C1C1 rho c1e1 pr53"	1092	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c38"
18	39	"C1C1 rho c1e1 pr53"	1089	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c39"
18	42	"C1C1 rho c1e1 pr54"	408	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c42"
18	43	"C1C1 rho c1e1 pr54"	1063	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c43"
18	44	"C1C1 rho c1e1 pr54"	1118	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c44"
18	45	"C1C1 rho c1e1 pr54"	1180	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c45"
18	46	"C1C1 rho c1e1 pr54"	1142	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r18c46"
19	3	"C1C1 rho c1e1 pr49"	958	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c3"
19	4	"C1C1 rho c1e1 pr49"	896	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c4"
19	5	"C1C1 rho c1e1 pr49"	972	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c5"
19	6	"C1C1 rho c1e1 pr49"	1005	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c6"
19	7	"C1C1 rho c1e1 pr49"	953	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c7"
19	10	"C1C1 rho c1e1 pr50"	959	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c10"
19	11	"C1C1 rho c1e1 pr50"	1051	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c11"
19	12	"C1C1 rho c1e1 pr50"	996	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c12"
19	13	"C1C1 rho c1e1 pr50"	964	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c13"
19	14	"C1C1 rho c1e1 pr50"	998	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c14"
19	15	"C1C1 rho c1e1 pr50"	1002	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c15"
19	18	"C1C1 rho c1e1 pr51"	1012	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c18"
19	19	"C1C1 rho c1e1 pr51"	937	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c19"
19	20	"C1C1 rho c1e1 pr51"	947	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c20"
19	21	"C1C1 rho c1e1 pr51"	993	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c21"
19	22	"C1C1 rho c1e1 pr51"	971	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c22"
19	23	"C1C1 rho c1e1 pr51"	1001	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c23"
19	26	"C1C1 rho c1e1 pr52"	1007	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c26"
19	27	"C1C1 rho c1e1 pr52"	983	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c27"
19	28	"C1C1 rho c1e1 pr52"	953	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c28"
19	29	"C1C1 rho c1e1 pr52"	1011	"YPEG"	20.5	"37"	"1"	"YPEG_37"	"r19c29"
