"Row"	"Column"	"Gene"	"Media"	"Temp"	"Array"	"Condition"	"Well"	"CC"	"R"	"MinSize"	"Corr"
11	44	"C1C1 rho c1e1 pr30"	"YPEG"	"37"	"1"	"YPEG_37"	"r11c44"	2923.33922600496	0.0494851327674154	496.347406958771	0.996345433906377
11	45	"C1C1 rho c1e1 pr30"	"YPEG"	"37"	"1"	"YPEG_37"	"r11c45"	3065.49158692316	0.0470161527841129	508.426350125045	0.995887077847441
11	46	"C1C1 rho c1e1 pr30"	"YPEG"	"37"	"1"	"YPEG_37"	"r11c46"	3125.1142996507	0.047556257821634	509.485039645537	0.995965018608442
14	3	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c3"	2937.66215234375	0.0487598263830961	416.834021408587	0.997097909346665
14	4	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c4"	2818.60667456241	0.0494595409905476	410.034845171637	0.996805337211739
14	5	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c5"	2780.36623094969	0.0505997052252573	432.791715366859	0.99656876824162
14	6	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c6"	2784.35573179522	0.0511208977124236	461.847972470098	0.9973027476368
14	7	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c7"	2669.18855269678	0.0525412737966383	428.081186592123	0.997245626742854
14	10	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c10"	1913.07023999877	0.0597214827264127	396.943211589016	0.996162627356328
14	11	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c11"	1966.10818675842	0.0615103438712053	400.229400214174	0.994780376312908
14	12	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c12"	1966.94962555093	0.0614200857535545	405.396203930976	0.995192618526202
14	13	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c13"	1956.07805472933	0.0612518738207113	398.973547500495	0.995455012246444
14	14	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c14"	1984.79508645525	0.0612587866738113	405.798413105775	0.995499066791168
14	15	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c15"	1902.98577497642	0.0622198071750644	370.467648831846	0.995553499574982
14	18	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c18"	2520.50287436315	0.0553350641262643	388.924223019858	0.997429921082599
14	19	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c19"	2537.90723479458	0.0550211930096678	397.296980828814	0.997700953422027
14	20	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c20"	2558.68158590068	0.0541675493920175	402.245020525045	0.997738046736185
14	21	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c21"	2553.45879217163	0.0544749567745644	397.176698821685	0.99776461186164
14	22	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c22"	2524.19454074784	0.0552603908983034	386.460666066579	0.997626539126591
14	23	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c23"	2584.85163725125	0.0546982862390581	407.632946940768	0.997570317715787
14	26	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c26"	2518.34220308193	0.0537694212390634	400.300744331459	0.998011483187587
14	27	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c27"	2640.8518141533	0.0521857801239897	445.211206944491	0.998274837329043
14	28	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c28"	2698.47836836503	0.0488029615552837	489.521240437245	0.999431962380628
14	29	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c29"	2568.67263986195	0.0536670016381064	394.154936948548	0.997480634786828
14	30	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c30"	2752.33778781714	0.0528120942170598	438.353686911615	0.996877547318712
14	31	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c31"	2920.01803912849	0.0511455404705758	482.314655275797	0.996414639521814
14	34	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c34"	2986.76773092741	0.0505655060285229	462.898267703283	0.996749973802955
14	35	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c35"	3113.3480636898	0.04927067253165	491.229476086483	0.996525606948496
14	36	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c36"	3097.85450686941	0.0488823217668782	483.519011846419	0.996784930845484
14	37	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c37"	3006.45797931452	0.0497052965771733	461.463905202358	0.996768841005965
14	38	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c38"	3022.30480370027	0.0499469738750601	478.364444163024	0.996744689969226
14	39	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c39"	2975.99955025619	0.0500066304634973	465.543643800224	0.996663141352493
14	42	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c42"	2864.03746467665	0.0505055888583754	476.828177437629	0.996688969860745
14	43	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c43"	2905.13916998892	0.0497837839685522	493.964421940093	0.996055195168192
14	44	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c44"	2983.95260597737	0.0491796740302759	511.791749767674	0.995889749618887
14	45	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c45"	2999.44360359726	0.0486320315177454	487.977544595856	0.995778735077858
14	46	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r14c46"	3117.37774050629	0.0481426164492103	503.242613351022	0.99654182459499
15	3	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c3"	2997.75502275234	0.047638126859185	434.425843340071	0.996773278078132
15	4	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c4"	3007.19235842754	0.0484500085494175	480.677728544391	0.996412958115353
15	5	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c5"	2812.69191452873	0.0503120055819367	425.832201638006	0.995983018892288
15	6	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c6"	2609.93696467327	0.0519375796528173	383.983084395779	0.996979393725709
15	7	"C1C1 rho c1e1 pr37"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c7"	2602.22999206552	0.0529415151434889	393.074971651768	0.996970523914945
15	10	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c10"	1948.59663787736	0.0626317900253223	380.210069906434	0.99481521225172
15	11	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c11"	1881.30907184706	0.0618229485077693	363.252188793848	0.995081524910067
15	12	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c12"	1889.42740643011	0.0623113621411386	366.335254243372	0.994888679955155
15	13	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c13"	1791.89698727797	0.0621791919343188	334.507177789553	0.995427809220978
15	14	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c14"	1857.10765143379	0.0621931407987781	355.185746893285	0.995262443513367
15	15	"C1C1 rho c1e1 pr38"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c15"	1881.96226419428	0.062202384634874	361.961255481066	0.99520048977262
15	18	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c18"	2592.69125587949	0.0551785324972958	411.356689099085	0.99732127120629
15	19	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c19"	2580.74892747184	0.0553806701892518	407.61211372545	0.997249850055233
15	20	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c20"	2571.69009329949	0.0551865845962191	406.203816595019	0.997548124690556
15	21	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c21"	2519.60529081194	0.0554454891994182	384.670041428899	0.997362681643835
15	22	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c22"	2568.01699889501	0.0554160160756163	398.820804236389	0.997541862523774
15	23	"C1C1 rho c1e1 pr39"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c23"	2575.15677471352	0.0559062724109841	401.05652569441	0.997119918010595
15	26	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c26"	2501.71045750551	0.0552624520906309	379.352932858467	0.997682666946301
15	27	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c27"	2565.80756148717	0.055311508976937	394.856469660857	0.997262876112423
15	28	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c28"	2601.37654341498	0.0548249362927657	405.169122558277	0.99707006184273
15	29	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c29"	2616.54364111668	0.0545310073618534	407.249018644929	0.996944572640315
15	30	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c30"	2628.12961220884	0.0542843533591675	401.323713316983	0.99717196446539
15	31	"C1C1 rho c1e1 pr40"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c31"	2718.45024921404	0.0534429666681183	420.205647172576	0.996837959100385
15	34	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c34"	2856.59593754306	0.05103093363992	443.401356151772	0.99660342287614
15	35	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c35"	2928.82352436606	0.0514277818353199	472.587046089673	0.996719364243844
15	36	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c36"	2942.70062591643	0.050875605040123	472.483033155831	0.996695780972091
15	37	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c37"	2927.84310072676	0.0508673965851534	470.118008346202	0.996527136680831
15	38	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c38"	2975.65607194842	0.0499026811245432	488.018702063135	0.996101249941587
15	39	"C1C1 rho c1e1 pr41"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c39"	2889.04730419538	0.0498755817047711	467.765715940427	0.996537405943215
15	42	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c42"	2820.58076864727	0.0497089078125508	493.295307317862	0.996446674090991
15	43	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c43"	2858.05518632039	0.0488503619498438	525.286646313123	0.996943448205498
15	44	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c44"	3157.32269056908	0.0458515261049239	628.638439822249	0.998453129501378
15	45	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c45"	2895.47089951916	0.0490447521966678	466.433824629993	0.996743088493965
15	46	"C1C1 rho c1e1 pr42"	"YPEG"	"37"	"1"	"YPEG_37"	"r15c46"	3153.88056835237	0.0471654478450821	503.20463998908	0.996276025865177
18	3	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c3"	1945.4319020521	0.0593542479761753	384.142044938339	0.994939679494852
18	4	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c4"	2125.25384073503	0.0584643622732776	465.172150938891	0.993651141075312
18	5	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c5"	1892.59393681314	0.0616548289300199	373.076084449586	0.994060733708113
18	6	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c6"	1839.34775441268	0.0615803461541442	362.138048477522	0.994987340591566
18	7	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c7"	1815.39536821672	0.0617790104508426	357.481112941504	0.994633019051733
18	10	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c10"	2667.56612164022	0.053690164338426	443.679729432936	0.996937562827552
18	11	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c11"	2602.13658750683	0.0549022095007404	429.001784171325	0.997218528878874
18	12	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c12"	2561.50930387077	0.054976063664205	418.535100396066	0.997361390881474
18	13	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c13"	2562.00736010246	0.0545854533660468	419.841578491889	0.997425526486359
18	14	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c14"	2585.08572586648	0.0549205058944625	423.029877135842	0.997181723917629
18	15	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c15"	2648.1645100308	0.0550637547488095	443.391855700097	0.997171705128297
18	18	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c18"	2499.77218682187	0.0561686680060771	395.055479986848	0.997652118952513
18	19	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c19"	2518.36534380537	0.0564941109023411	395.92122765279	0.997428290608801
18	20	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c20"	2603.10531126	0.0558379353966335	421.081799071902	0.997078871821888
18	21	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c21"	2563.3762055261	0.0563592870038431	407.162960066281	0.997321670442427
18	22	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c22"	2482.43390258901	0.056999748106174	385.087988997954	0.997582328018861
18	23	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c23"	2561.15902828865	0.0567175380459735	408.225001731976	0.997143449380646
18	26	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c26"	2530.07999472336	0.0561487234785367	406.124803950527	0.997413665531173
18	27	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c27"	2546.52210792382	0.0562298977080924	408.98838997901	0.99692707978169
18	28	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c28"	2493.52021145724	0.0557343369192983	393.510157987968	0.997367793380343
18	29	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c29"	2503.98509927821	0.0558492347300873	397.039672262482	0.997154428598396
18	30	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c30"	2566.79318238543	0.0551399056893459	413.585361695763	0.997062961531218
18	31	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c31"	2575.80850362345	0.0549245121529843	420.576971883654	0.996994522324939
18	34	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c34"	2789.37398873673	0.0537157515322728	460.408235934586	0.996399254589772
18	35	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c35"	2775.79878884591	0.0537916417856253	467.055488357182	0.996822279378428
18	36	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c36"	2784.92802255959	0.0534552662478457	475.408500819687	0.996619732951752
18	37	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c37"	2822.15085764925	0.0537451852086088	488.115488336737	0.996512453955167
18	38	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c38"	2764.57255026767	0.0532258968057671	472.931579784655	0.996850194216882
18	39	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c39"	2729.38016061039	0.0533862725966523	465.621922835543	0.996495188981536
18	42	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c42"	1659.85560410874	0.0600644050150423	133.105198026491	0.995337632923602
18	43	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c43"	2799.0811379548	0.050746212068207	469.107156702339	0.996459839569682
18	44	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c44"	2916.7362634721	0.0493817700052284	506.067498087323	0.99624289769918
18	45	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c45"	3098.14024966823	0.0485006017310686	540.211706824882	0.996122157595726
18	46	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r18c46"	3157.52814885631	0.0483424248573861	522.124946051333	0.996591335520634
19	3	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c3"	1991.39761212212	0.0596269919904482	397.608928285204	0.993865188903463
19	4	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c4"	1867.4274180098	0.0608332869537529	365.117991878503	0.994813531971587
19	5	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c5"	1967.25723818342	0.0615890683757532	400.225702997166	0.993833149406693
19	6	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c6"	1973.37681937368	0.0612631358853377	415.917212113422	0.994073005017768
19	7	"C1C1 rho c1e1 pr49"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c7"	1907.9863302785	0.0616310648800443	392.811409632686	0.994374803768389
19	10	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c10"	2516.00241764879	0.0545473502787261	396.746033109591	0.997392925123942
19	11	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c11"	2617.48253862599	0.0546602717794843	440.355776067212	0.997155632892661
19	12	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c12"	2515.10524062359	0.0555008544116339	408.30752471524	0.997486876337719
19	13	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c13"	2488.86790748702	0.0554884989337024	396.366041175301	0.997450673454623
19	14	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c14"	2533.66279648725	0.0555295953135501	410.204030167294	0.997237804213329
19	15	"C1C1 rho c1e1 pr50"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c15"	2551.6370951961	0.0553883640998	416.030747364255	0.997283313844358
19	18	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c18"	2553.14288745204	0.0566550410307808	409.695377732897	0.996938364096043
19	19	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c19"	2447.2945313123	0.0567456338043432	374.65372893904	0.997615047750887
19	20	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c20"	2455.67211378302	0.0566749903685395	379.836144599072	0.997761202828109
19	21	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c21"	2537.62008641751	0.0563306388994719	402.29283131024	0.997200723209419
19	22	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c22"	2480.9063247656	0.0573958076819249	385.259140018073	0.99757061335615
19	23	"C1C1 rho c1e1 pr51"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c23"	2542.5060855447	0.0567786311940928	405.124404247827	0.997281606553649
19	26	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c26"	2539.8510370236	0.0557672418943354	415.009385083374	0.997367544858488
19	27	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c27"	2495.72353082123	0.0556784358256718	405.193168032899	0.99733623143054
19	28	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c28"	2451.69665569061	0.0560846385410518	384.998759530546	0.997495042561096
19	29	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c29"	2584.3951538723	0.0552151998444647	418.380386434157	0.99697112066483
19	30	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c30"	2600.49250587955	0.0552232035038352	428.533841074718	0.996831745596465
19	31	"C1C1 rho c1e1 pr52"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c31"	2667.47393819894	0.0548246522936303	448.727419525537	0.996461813896116
19	34	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c34"	1587.87956610157	0.0643979224888076	124.402323429458	0.995374148972526
19	35	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c35"	2638.66498037338	0.0547997056148326	421.719300627587	0.996891446452187
19	36	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c36"	2694.4002261514	0.0544457883469964	447.891146306041	0.996596550026627
19	37	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c37"	2785.38097243879	0.0536463226703843	481.768074561119	0.9961379397682
19	38	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c38"	2674.7826830574	0.0532567865934905	456.251141014137	0.996934951433915
19	39	"C1C1 rho c1e1 pr53"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c39"	2709.56724450629	0.0538545648461886	465.60043092737	0.996565814430298
19	42	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c42"	1673.11770662061	0.0602826463179345	138.755384298078	0.995366955854744
19	43	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c43"	2821.84425140631	0.050942539361363	474.406109533088	0.996445097771894
19	44	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c44"	2890.85813766209	0.0502273837901069	490.128166825596	0.995932098812094
19	45	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c45"	2961.99112931835	0.0477687855166269	485.457550277542	0.995982256699867
19	46	"C1C1 rho c1e1 pr54"	"YPEG"	"37"	"1"	"YPEG_37"	"r19c46"	3158.45662273981	0.0473719805957469	505.291826661481	0.996057635451928
22	3	"C1C1 rho c1e1 pr61"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c3"	2889.23987243602	0.0478168874282333	418.208275338482	0.996570107953559
22	4	"C1C1 rho c1e1 pr61"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c4"	2934.75775451807	0.0478603024859718	464.617900002868	0.99646475040784
22	5	"C1C1 rho c1e1 pr61"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c5"	2830.22629663399	0.0495279812105132	453.915041833061	0.996217745604349
22	6	"C1C1 rho c1e1 pr61"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c6"	2681.13474573154	0.0512517931377807	430.325127302773	0.99671407250742
22	7	"C1C1 rho c1e1 pr61"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c7"	2740.4420111345	0.0513222908874079	468.752984508716	0.996503279843206
22	10	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c10"	2574.72167024532	0.0535696390033353	431.175783770916	0.996956976343129
22	11	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c11"	2525.43492316148	0.0550549045880008	410.18734507304	0.997280500159197
22	12	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c12"	2554.78630237957	0.0547374810004199	425.274962818247	0.997266920088879
22	13	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c13"	2469.50372233525	0.0555071307716804	396.697460586332	0.997404900649636
22	14	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c14"	2590.01663498777	0.0548278904400488	435.724125369232	0.997180731221989
22	15	"C1C1 rho c1e1 pr62"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c15"	2504.84649532821	0.0553344937115267	404.76791040555	0.997336531281761
22	18	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c18"	2489.26105387664	0.05594389240088	412.803404076681	0.997070449515479
22	19	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c19"	2477.21796407379	0.0556555301170642	415.175200854196	0.99724357368461
22	20	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c20"	2511.70161129248	0.05608417672246	417.357610732516	0.99714902871074
22	21	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c21"	2444.10581847575	0.0567320826188114	392.213869401668	0.997269379657355
22	22	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c22"	2462.84072022303	0.0564809406150964	399.056847774501	0.997091061856739
22	23	"C1C1 rho c1e1 pr63"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c23"	2495.74097831307	0.0560054640613276	411.393111890964	0.997090680804113
22	26	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c26"	2586.52041472679	0.0555433004723147	435.258196945745	0.997177966258587
22	27	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c27"	2593.9338053569	0.0548724006458452	434.194569511827	0.997369348113161
22	28	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c28"	2625.99623815259	0.0552487104210507	439.797024908442	0.996739797100738
22	29	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c29"	2618.30005848879	0.0550336065637196	437.994329199485	0.99713232786245
22	30	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c30"	2611.79042949659	0.0550589743973193	438.011336901592	0.997049863007502
22	31	"C1C1 rho c1e1 pr64"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c31"	2524.41021759168	0.0554691180046957	405.169645110389	0.996910065921789
22	34	"C1C1 rho c1e1 pr65"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c34"	1965.14514012754	0.0635127099162675	409.94827673287	0.993677804753428
22	35	"C1C1 rho c1e1 pr65"	"YPEG"	"37"	"1"	"YPEG_37"	"r22c35"	2031.90832274026	0.0632035134347187	435.504057250357	0.99335511468957
