"Row"	"Column"	"Gene"	"Size"	"Media"	"Time.Point"	"Temp"	"Array"
1	1	"Ref"	108	"YPEG"	0	"37"	"1"
1	2	"Ref"	96	"YPEG"	0	"37"	"1"
1	3	"Ref"	88	"YPEG"	0	"37"	"1"
1	4	"Ref"	0	"YPEG"	0	"37"	"1"
1	5	"Ref"	83	"YPEG"	0	"37"	"1"
1	6	"Ref"	51	"YPEG"	0	"37"	"1"
1	7	"Ref"	70	"YPEG"	0	"37"	"1"
1	8	"Ref"	101	"YPEG"	0	"37"	"1"
1	9	"C1C1 rho c1e1 pr 2"	332	"YPEG"	0	"37"	"1"
1	10	"C1C1 rho c1e1 pr 2"	324	"YPEG"	0	"37"	"1"
1	11	"C1C1 rho c1e1 pr 2"	230	"YPEG"	0	"37"	"1"
1	12	"C1C1 rho c1e1 pr 2"	219	"YPEG"	0	"37"	"1"
1	13	"C1C1 rho c1e1 pr 2"	343	"YPEG"	0	"37"	"1"
1	14	"C1C1 rho c1e1 pr 2"	229	"YPEG"	0	"37"	"1"
1	15	"C1C1 rho c1e1 pr 2"	227	"YPEG"	0	"37"	"1"
1	16	"C1C1 rho c1e1 pr 2"	185	"YPEG"	0	"37"	"1"
1	17	"C1C1 rho c1e1 pr 3"	251	"YPEG"	0	"37"	"1"
1	18	"C1C1 rho c1e1 pr 3"	225	"YPEG"	0	"37"	"1"
1	19	"C1C1 rho c1e1 pr 3"	208	"YPEG"	0	"37"	"1"
1	20	"C1C1 rho c1e1 pr 3"	211	"YPEG"	0	"37"	"1"
1	21	"C1C1 rho c1e1 pr 3"	303	"YPEG"	0	"37"	"1"
1	22	"C1C1 rho c1e1 pr 3"	272	"YPEG"	0	"37"	"1"
1	23	"C1C1 rho c1e1 pr 3"	289	"YPEG"	0	"37"	"1"
1	24	"C1C1 rho c1e1 pr 3"	302	"YPEG"	0	"37"	"1"
1	25	"C1C1 rho c1e1 pr 4"	344	"YPEG"	0	"37"	"1"
1	26	"C1C1 rho c1e1 pr 4"	284	"YPEG"	0	"37"	"1"
1	27	"C1C1 rho c1e1 pr 4"	262	"YPEG"	0	"37"	"1"
1	28	"C1C1 rho c1e1 pr 4"	254	"YPEG"	0	"37"	"1"
1	29	"C1C1 rho c1e1 pr 4"	288	"YPEG"	0	"37"	"1"
1	30	"C1C1 rho c1e1 pr 4"	209	"YPEG"	0	"37"	"1"
1	31	"C1C1 rho c1e1 pr 4"	198	"YPEG"	0	"37"	"1"
1	32	"C1C1 rho c1e1 pr 4"	207	"YPEG"	0	"37"	"1"
1	33	"C1C1 rho c1e1 pr 5"	168	"YPEG"	0	"37"	"1"
1	34	"C1C1 rho c1e1 pr 5"	177	"YPEG"	0	"37"	"1"
1	35	"C1C1 rho c1e1 pr 5"	209	"YPEG"	0	"37"	"1"
1	36	"C1C1 rho c1e1 pr 5"	200	"YPEG"	0	"37"	"1"
1	37	"C1C1 rho c1e1 pr 5"	200	"YPEG"	0	"37"	"1"
1	38	"C1C1 rho c1e1 pr 5"	141	"YPEG"	0	"37"	"1"
1	39	"C1C1 rho c1e1 pr 5"	188	"YPEG"	0	"37"	"1"
1	40	"C1C1 rho c1e1 pr 5"	185	"YPEG"	0	"37"	"1"
1	41	"C1C1 rho c1e1 pr 6"	177	"YPEG"	0	"37"	"1"
1	42	"C1C1 rho c1e1 pr 6"	161	"YPEG"	0	"37"	"1"
1	43	"C1C1 rho c1e1 pr 6"	125	"YPEG"	0	"37"	"1"
1	44	"C1C1 rho c1e1 pr 6"	53	"YPEG"	0	"37"	"1"
1	45	"C1C1 rho c1e1 pr 6"	142	"YPEG"	0	"37"	"1"
1	46	"C1C1 rho c1e1 pr 6"	135	"YPEG"	0	"37"	"1"
1	47	"C1C1 rho c1e1 pr 6"	7	"YPEG"	0	"37"	"1"
1	48	"C1C1 rho c1e1 pr 6"	118	"YPEG"	0	"37"	"1"
2	1	"Ref"	97	"YPEG"	0	"37"	"1"
2	2	"Ref"	118	"YPEG"	0	"37"	"1"
2	3	"Ref"	118	"YPEG"	0	"37"	"1"
2	4	"Ref"	140	"YPEG"	0	"37"	"1"
2	5	"Ref"	161	"YPEG"	0	"37"	"1"
2	6	"Ref"	143	"YPEG"	0	"37"	"1"
2	7	"Ref"	152	"YPEG"	0	"37"	"1"
2	8	"Ref"	133	"YPEG"	0	"37"	"1"
2	9	"C1C1 rho c1e1 pr 2"	209	"YPEG"	0	"37"	"1"
2	10	"C1C1 rho c1e1 pr 2"	197	"YPEG"	0	"37"	"1"
2	11	"C1C1 rho c1e1 pr 2"	221	"YPEG"	0	"37"	"1"
2	12	"C1C1 rho c1e1 pr 2"	222	"YPEG"	0	"37"	"1"
2	13	"C1C1 rho c1e1 pr 2"	216	"YPEG"	0	"37"	"1"
2	14	"C1C1 rho c1e1 pr 2"	212	"YPEG"	0	"37"	"1"
2	15	"C1C1 rho c1e1 pr 2"	208	"YPEG"	0	"37"	"1"
2	16	"C1C1 rho c1e1 pr 2"	228	"YPEG"	0	"37"	"1"
2	17	"C1C1 rho c1e1 pr 3"	236	"YPEG"	0	"37"	"1"
2	18	"C1C1 rho c1e1 pr 3"	207	"YPEG"	0	"37"	"1"
2	19	"C1C1 rho c1e1 pr 3"	242	"YPEG"	0	"37"	"1"
2	20	"C1C1 rho c1e1 pr 3"	251	"YPEG"	0	"37"	"1"
2	21	"C1C1 rho c1e1 pr 3"	238	"YPEG"	0	"37"	"1"
2	22	"C1C1 rho c1e1 pr 3"	240	"YPEG"	0	"37"	"1"
2	23	"C1C1 rho c1e1 pr 3"	266	"YPEG"	0	"37"	"1"
2	24	"C1C1 rho c1e1 pr 3"	241	"YPEG"	0	"37"	"1"
2	25	"C1C1 rho c1e1 pr 4"	237	"YPEG"	0	"37"	"1"
2	26	"C1C1 rho c1e1 pr 4"	217	"YPEG"	0	"37"	"1"
2	27	"C1C1 rho c1e1 pr 4"	217	"YPEG"	0	"37"	"1"
2	28	"C1C1 rho c1e1 pr 4"	237	"YPEG"	0	"37"	"1"
2	29	"C1C1 rho c1e1 pr 4"	233	"YPEG"	0	"37"	"1"
2	30	"C1C1 rho c1e1 pr 4"	241	"YPEG"	0	"37"	"1"
2	31	"C1C1 rho c1e1 pr 4"	210	"YPEG"	0	"37"	"1"
2	32	"C1C1 rho c1e1 pr 4"	251	"YPEG"	0	"37"	"1"
2	33	"C1C1 rho c1e1 pr 5"	229	"YPEG"	0	"37"	"1"
2	34	"C1C1 rho c1e1 pr 5"	240	"YPEG"	0	"37"	"1"
2	35	"C1C1 rho c1e1 pr 5"	210	"YPEG"	0	"37"	"1"
2	36	"C1C1 rho c1e1 pr 5"	235	"YPEG"	0	"37"	"1"
2	37	"C1C1 rho c1e1 pr 5"	212	"YPEG"	0	"37"	"1"
2	38	"C1C1 rho c1e1 pr 5"	14	"YPEG"	0	"37"	"1"
2	39	"C1C1 rho c1e1 pr 5"	243	"YPEG"	0	"37"	"1"
2	40	"C1C1 rho c1e1 pr 5"	224	"YPEG"	0	"37"	"1"
2	41	"C1C1 rho c1e1 pr 6"	207	"YPEG"	0	"37"	"1"
2	42	"C1C1 rho c1e1 pr 6"	223	"YPEG"	0	"37"	"1"
2	43	"C1C1 rho c1e1 pr 6"	196	"YPEG"	0	"37"	"1"
2	44	"C1C1 rho c1e1 pr 6"	232	"YPEG"	0	"37"	"1"
2	45	"C1C1 rho c1e1 pr 6"	217	"YPEG"	0	"37"	"1"
2	46	"C1C1 rho c1e1 pr 6"	222	"YPEG"	0	"37"	"1"
2	47	"C1C1 rho c1e1 pr 6"	245	"YPEG"	0	"37"	"1"
2	48	"C1C1 rho c1e1 pr 6"	233	"YPEG"	0	"37"	"1"
3	1	"Ref"	98	"YPEG"	0	"37"	"1"
3	2	"Ref"	119	"YPEG"	0	"37"	"1"
3	3	"Ref"	132	"YPEG"	0	"37"	"1"
3	4	"Ref"	133	"YPEG"	0	"37"	"1"
3	5	"Ref"	141	"YPEG"	0	"37"	"1"
3	6	"Ref"	133	"YPEG"	0	"37"	"1"
3	7	"Ref"	130	"YPEG"	0	"37"	"1"
3	8	"Ref"	145	"YPEG"	0	"37"	"1"
3	9	"C1C1 rho c1e1 pr 2"	215	"YPEG"	0	"37"	"1"
3	10	"C1C1 rho c1e1 pr 2"	236	"YPEG"	0	"37"	"1"
3	11	"C1C1 rho c1e1 pr 2"	197	"YPEG"	0	"37"	"1"
3	12	"C1C1 rho c1e1 pr 2"	201	"YPEG"	0	"37"	"1"
3	13	"C1C1 rho c1e1 pr 2"	212	"YPEG"	0	"37"	"1"
3	14	"C1C1 rho c1e1 pr 2"	196	"YPEG"	0	"37"	"1"
3	15	"C1C1 rho c1e1 pr 2"	204	"YPEG"	0	"37"	"1"
3	16	"C1C1 rho c1e1 pr 2"	197	"YPEG"	0	"37"	"1"
3	17	"C1C1 rho c1e1 pr 3"	197	"YPEG"	0	"37"	"1"
3	18	"C1C1 rho c1e1 pr 3"	198	"YPEG"	0	"37"	"1"
3	19	"C1C1 rho c1e1 pr 3"	198	"YPEG"	0	"37"	"1"
3	20	"C1C1 rho c1e1 pr 3"	196	"YPEG"	0	"37"	"1"
3	21	"C1C1 rho c1e1 pr 3"	192	"YPEG"	0	"37"	"1"
3	22	"C1C1 rho c1e1 pr 3"	185	"YPEG"	0	"37"	"1"
3	23	"C1C1 rho c1e1 pr 3"	199	"YPEG"	0	"37"	"1"
3	24	"C1C1 rho c1e1 pr 3"	210	"YPEG"	0	"37"	"1"
3	25	"C1C1 rho c1e1 pr 4"	209	"YPEG"	0	"37"	"1"
3	26	"C1C1 rho c1e1 pr 4"	222	"YPEG"	0	"37"	"1"
3	27	"C1C1 rho c1e1 pr 4"	227	"YPEG"	0	"37"	"1"
3	28	"C1C1 rho c1e1 pr 4"	230	"YPEG"	0	"37"	"1"
3	29	"C1C1 rho c1e1 pr 4"	219	"YPEG"	0	"37"	"1"
3	30	"C1C1 rho c1e1 pr 4"	216	"YPEG"	0	"37"	"1"
3	31	"C1C1 rho c1e1 pr 4"	231	"YPEG"	0	"37"	"1"
3	32	"C1C1 rho c1e1 pr 4"	211	"YPEG"	0	"37"	"1"
3	33	"C1C1 rho c1e1 pr 5"	233	"YPEG"	0	"37"	"1"
3	34	"C1C1 rho c1e1 pr 5"	230	"YPEG"	0	"37"	"1"
3	35	"C1C1 rho c1e1 pr 5"	239	"YPEG"	0	"37"	"1"
3	36	"C1C1 rho c1e1 pr 5"	239	"YPEG"	0	"37"	"1"
3	37	"C1C1 rho c1e1 pr 5"	231	"YPEG"	0	"37"	"1"
3	38	"C1C1 rho c1e1 pr 5"	223	"YPEG"	0	"37"	"1"
3	39	"C1C1 rho c1e1 pr 5"	229	"YPEG"	0	"37"	"1"
3	40	"C1C1 rho c1e1 pr 5"	252	"YPEG"	0	"37"	"1"
3	41	"C1C1 rho c1e1 pr 6"	246	"YPEG"	0	"37"	"1"
3	42	"C1C1 rho c1e1 pr 6"	248	"YPEG"	0	"37"	"1"
3	43	"C1C1 rho c1e1 pr 6"	253	"YPEG"	0	"37"	"1"
3	44	"C1C1 rho c1e1 pr 6"	238	"YPEG"	0	"37"	"1"
3	45	"C1C1 rho c1e1 pr 6"	220	"YPEG"	0	"37"	"1"
3	46	"C1C1 rho c1e1 pr 6"	229	"YPEG"	0	"37"	"1"
3	47	"C1C1 rho c1e1 pr 6"	235	"YPEG"	0	"37"	"1"
3	48	"C1C1 rho c1e1 pr 6"	248	"YPEG"	0	"37"	"1"
4	1	"Ref"	108	"YPEG"	0	"37"	"1"
4	2	"Ref"	136	"YPEG"	0	"37"	"1"
4	3	"Ref"	138	"YPEG"	0	"37"	"1"
4	4	"Ref"	159	"YPEG"	0	"37"	"1"
4	5	"Ref"	147	"YPEG"	0	"37"	"1"
4	6	"Ref"	130	"YPEG"	0	"37"	"1"
4	7	"Ref"	147	"YPEG"	0	"37"	"1"
4	8	"Ref"	144	"YPEG"	0	"37"	"1"
4	9	"C1C1 rho c1e1 pr 2"	224	"YPEG"	0	"37"	"1"
4	10	"C1C1 rho c1e1 pr 2"	228	"YPEG"	0	"37"	"1"
4	11	"C1C1 rho c1e1 pr 2"	230	"YPEG"	0	"37"	"1"
4	12	"C1C1 rho c1e1 pr 2"	221	"YPEG"	0	"37"	"1"
4	13	"C1C1 rho c1e1 pr 2"	242	"YPEG"	0	"37"	"1"
4	14	"C1C1 rho c1e1 pr 2"	249	"YPEG"	0	"37"	"1"
4	15	"C1C1 rho c1e1 pr 2"	222	"YPEG"	0	"37"	"1"
4	16	"C1C1 rho c1e1 pr 2"	226	"YPEG"	0	"37"	"1"
4	17	"C1C1 rho c1e1 pr 3"	219	"YPEG"	0	"37"	"1"
4	18	"C1C1 rho c1e1 pr 3"	216	"YPEG"	0	"37"	"1"
4	19	"C1C1 rho c1e1 pr 3"	223	"YPEG"	0	"37"	"1"
4	20	"C1C1 rho c1e1 pr 3"	215	"YPEG"	0	"37"	"1"
4	21	"C1C1 rho c1e1 pr 3"	236	"YPEG"	0	"37"	"1"
4	22	"C1C1 rho c1e1 pr 3"	226	"YPEG"	0	"37"	"1"
4	23	"C1C1 rho c1e1 pr 3"	216	"YPEG"	0	"37"	"1"
4	24	"C1C1 rho c1e1 pr 3"	211	"YPEG"	0	"37"	"1"
4	25	"C1C1 rho c1e1 pr 4"	228	"YPEG"	0	"37"	"1"
4	26	"C1C1 rho c1e1 pr 4"	230	"YPEG"	0	"37"	"1"
4	27	"C1C1 rho c1e1 pr 4"	233	"YPEG"	0	"37"	"1"
4	28	"C1C1 rho c1e1 pr 4"	233	"YPEG"	0	"37"	"1"
4	29	"C1C1 rho c1e1 pr 4"	226	"YPEG"	0	"37"	"1"
4	30	"C1C1 rho c1e1 pr 4"	253	"YPEG"	0	"37"	"1"
4	31	"C1C1 rho c1e1 pr 4"	229	"YPEG"	0	"37"	"1"
4	32	"C1C1 rho c1e1 pr 4"	243	"YPEG"	0	"37"	"1"
4	33	"C1C1 rho c1e1 pr 5"	247	"YPEG"	0	"37"	"1"
4	34	"C1C1 rho c1e1 pr 5"	255	"YPEG"	0	"37"	"1"
4	35	"C1C1 rho c1e1 pr 5"	232	"YPEG"	0	"37"	"1"
4	36	"C1C1 rho c1e1 pr 5"	263	"YPEG"	0	"37"	"1"
4	37	"C1C1 rho c1e1 pr 5"	257	"YPEG"	0	"37"	"1"
4	38	"C1C1 rho c1e1 pr 5"	256	"YPEG"	0	"37"	"1"
4	39	"C1C1 rho c1e1 pr 5"	268	"YPEG"	0	"37"	"1"
4	40	"C1C1 rho c1e1 pr 5"	247	"YPEG"	0	"37"	"1"
4	41	"C1C1 rho c1e1 pr 6"	260	"YPEG"	0	"37"	"1"
4	42	"C1C1 rho c1e1 pr 6"	258	"YPEG"	0	"37"	"1"
4	43	"C1C1 rho c1e1 pr 6"	246	"YPEG"	0	"37"	"1"
4	44	"C1C1 rho c1e1 pr 6"	263	"YPEG"	0	"37"	"1"
4	45	"C1C1 rho c1e1 pr 6"	262	"YPEG"	0	"37"	"1"
4	46	"C1C1 rho c1e1 pr 6"	257	"YPEG"	0	"37"	"1"
4	47	"C1C1 rho c1e1 pr 6"	238	"YPEG"	0	"37"	"1"
4	48	"C1C1 rho c1e1 pr 6"	226	"YPEG"	0	"37"	"1"
5	1	"C1C1 rho c1e1 pr13"	168	"YPEG"	0	"37"	"1"
5	2	"C1C1 rho c1e1 pr13"	233	"YPEG"	0	"37"	"1"
5	3	"C1C1 rho c1e1 pr13"	246	"YPEG"	0	"37"	"1"
5	4	"C1C1 rho c1e1 pr13"	231	"YPEG"	0	"37"	"1"
5	5	"C1C1 rho c1e1 pr13"	254	"YPEG"	0	"37"	"1"
5	6	"C1C1 rho c1e1 pr13"	217	"YPEG"	0	"37"	"1"
5	7	"C1C1 rho c1e1 pr13"	263	"YPEG"	0	"37"	"1"
5	8	"C1C1 rho c1e1 pr13"	223	"YPEG"	0	"37"	"1"
5	9	"C1C1 rho c1e1 pr14"	211	"YPEG"	0	"37"	"1"
5	10	"C1C1 rho c1e1 pr14"	233	"YPEG"	0	"37"	"1"
5	11	"C1C1 rho c1e1 pr14"	240	"YPEG"	0	"37"	"1"
5	12	"C1C1 rho c1e1 pr14"	228	"YPEG"	0	"37"	"1"
5	13	"C1C1 rho c1e1 pr14"	222	"YPEG"	0	"37"	"1"
5	14	"C1C1 rho c1e1 pr14"	224	"YPEG"	0	"37"	"1"
5	15	"C1C1 rho c1e1 pr14"	227	"YPEG"	0	"37"	"1"
5	16	"C1C1 rho c1e1 pr14"	228	"YPEG"	0	"37"	"1"
5	17	"C1C1 rho c1e1 pr15"	126	"YPEG"	0	"37"	"1"
5	18	"C1C1 rho c1e1 pr15"	147	"YPEG"	0	"37"	"1"
5	19	"C1C1 rho c1e1 pr15"	124	"YPEG"	0	"37"	"1"
5	20	"C1C1 rho c1e1 pr15"	135	"YPEG"	0	"37"	"1"
5	21	"C1C1 rho c1e1 pr15"	122	"YPEG"	0	"37"	"1"
5	22	"C1C1 rho c1e1 pr15"	117	"YPEG"	0	"37"	"1"
5	23	"C1C1 rho c1e1 pr15"	111	"YPEG"	0	"37"	"1"
5	24	"C1C1 rho c1e1 pr15"	115	"YPEG"	0	"37"	"1"
5	25	"C1C1 rho c1e1 pr16"	212	"YPEG"	0	"37"	"1"
5	26	"C1C1 rho c1e1 pr16"	241	"YPEG"	0	"37"	"1"
5	27	"C1C1 rho c1e1 pr16"	240	"YPEG"	0	"37"	"1"
5	28	"C1C1 rho c1e1 pr16"	245	"YPEG"	0	"37"	"1"
5	29	"C1C1 rho c1e1 pr16"	237	"YPEG"	0	"37"	"1"
5	30	"C1C1 rho c1e1 pr16"	234	"YPEG"	0	"37"	"1"
5	31	"C1C1 rho c1e1 pr16"	236	"YPEG"	0	"37"	"1"
5	32	"C1C1 rho c1e1 pr16"	234	"YPEG"	0	"37"	"1"
5	33	"C1C1 rho c1e1 pr17"	244	"YPEG"	0	"37"	"1"
5	34	"C1C1 rho c1e1 pr17"	260	"YPEG"	0	"37"	"1"
5	35	"C1C1 rho c1e1 pr17"	244	"YPEG"	0	"37"	"1"
5	36	"C1C1 rho c1e1 pr17"	242	"YPEG"	0	"37"	"1"
5	37	"C1C1 rho c1e1 pr17"	255	"YPEG"	0	"37"	"1"
5	38	"C1C1 rho c1e1 pr17"	262	"YPEG"	0	"37"	"1"
5	39	"C1C1 rho c1e1 pr17"	264	"YPEG"	0	"37"	"1"
5	40	"C1C1 rho c1e1 pr17"	262	"YPEG"	0	"37"	"1"
5	41	"C1C1 rho c1e1 pr18"	254	"YPEG"	0	"37"	"1"
5	42	"C1C1 rho c1e1 pr18"	259	"YPEG"	0	"37"	"1"
5	43	"C1C1 rho c1e1 pr18"	253	"YPEG"	0	"37"	"1"
5	44	"C1C1 rho c1e1 pr18"	271	"YPEG"	0	"37"	"1"
5	45	"C1C1 rho c1e1 pr18"	257	"YPEG"	0	"37"	"1"
5	46	"C1C1 rho c1e1 pr18"	254	"YPEG"	0	"37"	"1"
5	47	"C1C1 rho c1e1 pr18"	246	"YPEG"	0	"37"	"1"
5	48	"C1C1 rho c1e1 pr18"	211	"YPEG"	0	"37"	"1"
6	1	"C1C1 rho c1e1 pr13"	218	"YPEG"	0	"37"	"1"
6	2	"C1C1 rho c1e1 pr13"	242	"YPEG"	0	"37"	"1"
6	3	"C1C1 rho c1e1 pr13"	219	"YPEG"	0	"37"	"1"
6	4	"C1C1 rho c1e1 pr13"	261	"YPEG"	0	"37"	"1"
6	5	"C1C1 rho c1e1 pr13"	212	"YPEG"	0	"37"	"1"
6	6	"C1C1 rho c1e1 pr13"	229	"YPEG"	0	"37"	"1"
6	7	"C1C1 rho c1e1 pr13"	237	"YPEG"	0	"37"	"1"
6	8	"C1C1 rho c1e1 pr13"	274	"YPEG"	0	"37"	"1"
6	9	"C1C1 rho c1e1 pr14"	257	"YPEG"	0	"37"	"1"
6	10	"C1C1 rho c1e1 pr14"	234	"YPEG"	0	"37"	"1"
6	11	"C1C1 rho c1e1 pr14"	219	"YPEG"	0	"37"	"1"
6	12	"C1C1 rho c1e1 pr14"	239	"YPEG"	0	"37"	"1"
6	13	"C1C1 rho c1e1 pr14"	239	"YPEG"	0	"37"	"1"
6	14	"C1C1 rho c1e1 pr14"	231	"YPEG"	0	"37"	"1"
6	15	"C1C1 rho c1e1 pr14"	225	"YPEG"	0	"37"	"1"
6	16	"C1C1 rho c1e1 pr14"	236	"YPEG"	0	"37"	"1"
6	17	"C1C1 rho c1e1 pr15"	92	"YPEG"	0	"37"	"1"
6	18	"C1C1 rho c1e1 pr15"	125	"YPEG"	0	"37"	"1"
6	19	"C1C1 rho c1e1 pr15"	81	"YPEG"	0	"37"	"1"
6	20	"C1C1 rho c1e1 pr15"	119	"YPEG"	0	"37"	"1"
6	21	"C1C1 rho c1e1 pr15"	117	"YPEG"	0	"37"	"1"
6	22	"C1C1 rho c1e1 pr15"	114	"YPEG"	0	"37"	"1"
6	23	"C1C1 rho c1e1 pr15"	95	"YPEG"	0	"37"	"1"
6	24	"C1C1 rho c1e1 pr15"	91	"YPEG"	0	"37"	"1"
6	25	"C1C1 rho c1e1 pr16"	240	"YPEG"	0	"37"	"1"
6	26	"C1C1 rho c1e1 pr16"	241	"YPEG"	0	"37"	"1"
6	27	"C1C1 rho c1e1 pr16"	254	"YPEG"	0	"37"	"1"
6	28	"C1C1 rho c1e1 pr16"	252	"YPEG"	0	"37"	"1"
6	29	"C1C1 rho c1e1 pr16"	249	"YPEG"	0	"37"	"1"
6	30	"C1C1 rho c1e1 pr16"	237	"YPEG"	0	"37"	"1"
6	31	"C1C1 rho c1e1 pr16"	244	"YPEG"	0	"37"	"1"
6	32	"C1C1 rho c1e1 pr16"	249	"YPEG"	0	"37"	"1"
6	33	"C1C1 rho c1e1 pr17"	284	"YPEG"	0	"37"	"1"
6	34	"C1C1 rho c1e1 pr17"	237	"YPEG"	0	"37"	"1"
6	35	"C1C1 rho c1e1 pr17"	254	"YPEG"	0	"37"	"1"
6	36	"C1C1 rho c1e1 pr17"	250	"YPEG"	0	"37"	"1"
6	37	"C1C1 rho c1e1 pr17"	251	"YPEG"	0	"37"	"1"
6	38	"C1C1 rho c1e1 pr17"	265	"YPEG"	0	"37"	"1"
6	39	"C1C1 rho c1e1 pr17"	259	"YPEG"	0	"37"	"1"
6	40	"C1C1 rho c1e1 pr17"	403	"YPEG"	0	"37"	"1"
6	41	"C1C1 rho c1e1 pr18"	257	"YPEG"	0	"37"	"1"
6	42	"C1C1 rho c1e1 pr18"	266	"YPEG"	0	"37"	"1"
6	43	"C1C1 rho c1e1 pr18"	254	"YPEG"	0	"37"	"1"
6	44	"C1C1 rho c1e1 pr18"	259	"YPEG"	0	"37"	"1"
6	45	"C1C1 rho c1e1 pr18"	259	"YPEG"	0	"37"	"1"
6	46	"C1C1 rho c1e1 pr18"	256	"YPEG"	0	"37"	"1"
6	47	"C1C1 rho c1e1 pr18"	256	"YPEG"	0	"37"	"1"
6	48	"C1C1 rho c1e1 pr18"	195	"YPEG"	0	"37"	"1"
7	1	"C1C1 rho c1e1 pr13"	222	"YPEG"	0	"37"	"1"
7	2	"C1C1 rho c1e1 pr13"	245	"YPEG"	0	"37"	"1"
7	3	"C1C1 rho c1e1 pr13"	263	"YPEG"	0	"37"	"1"
7	4	"C1C1 rho c1e1 pr13"	229	"YPEG"	0	"37"	"1"
7	5	"C1C1 rho c1e1 pr13"	231	"YPEG"	0	"37"	"1"
7	6	"C1C1 rho c1e1 pr13"	204	"YPEG"	0	"37"	"1"
7	7	"C1C1 rho c1e1 pr13"	233	"YPEG"	0	"37"	"1"
7	8	"C1C1 rho c1e1 pr13"	218	"YPEG"	0	"37"	"1"
7	9	"C1C1 rho c1e1 pr14"	245	"YPEG"	0	"37"	"1"
7	10	"C1C1 rho c1e1 pr14"	224	"YPEG"	0	"37"	"1"
7	11	"C1C1 rho c1e1 pr14"	223	"YPEG"	0	"37"	"1"
7	12	"C1C1 rho c1e1 pr14"	237	"YPEG"	0	"37"	"1"
7	13	"C1C1 rho c1e1 pr14"	232	"YPEG"	0	"37"	"1"
7	14	"C1C1 rho c1e1 pr14"	223	"YPEG"	0	"37"	"1"
7	15	"C1C1 rho c1e1 pr14"	228	"YPEG"	0	"37"	"1"
7	16	"C1C1 rho c1e1 pr14"	240	"YPEG"	0	"37"	"1"
7	17	"C1C1 rho c1e1 pr15"	109	"YPEG"	0	"37"	"1"
7	18	"C1C1 rho c1e1 pr15"	111	"YPEG"	0	"37"	"1"
7	19	"C1C1 rho c1e1 pr15"	114	"YPEG"	0	"37"	"1"
7	20	"C1C1 rho c1e1 pr15"	104	"YPEG"	0	"37"	"1"
7	21	"C1C1 rho c1e1 pr15"	88	"YPEG"	0	"37"	"1"
7	22	"C1C1 rho c1e1 pr15"	121	"YPEG"	0	"37"	"1"
7	23	"C1C1 rho c1e1 pr15"	100	"YPEG"	0	"37"	"1"
7	24	"C1C1 rho c1e1 pr15"	98	"YPEG"	0	"37"	"1"
7	25	"C1C1 rho c1e1 pr16"	235	"YPEG"	0	"37"	"1"
7	26	"C1C1 rho c1e1 pr16"	229	"YPEG"	0	"37"	"1"
7	27	"C1C1 rho c1e1 pr16"	232	"YPEG"	0	"37"	"1"
7	28	"C1C1 rho c1e1 pr16"	236	"YPEG"	0	"37"	"1"
7	29	"C1C1 rho c1e1 pr16"	252	"YPEG"	0	"37"	"1"
7	30	"C1C1 rho c1e1 pr16"	248	"YPEG"	0	"37"	"1"
7	31	"C1C1 rho c1e1 pr16"	250	"YPEG"	0	"37"	"1"
7	32	"C1C1 rho c1e1 pr16"	237	"YPEG"	0	"37"	"1"
7	33	"C1C1 rho c1e1 pr17"	250	"YPEG"	0	"37"	"1"
7	34	"C1C1 rho c1e1 pr17"	235	"YPEG"	0	"37"	"1"
7	35	"C1C1 rho c1e1 pr17"	262	"YPEG"	0	"37"	"1"
7	36	"C1C1 rho c1e1 pr17"	257	"YPEG"	0	"37"	"1"
7	37	"C1C1 rho c1e1 pr17"	276	"YPEG"	0	"37"	"1"
7	38	"C1C1 rho c1e1 pr17"	264	"YPEG"	0	"37"	"1"
7	39	"C1C1 rho c1e1 pr17"	279	"YPEG"	0	"37"	"1"
7	40	"C1C1 rho c1e1 pr17"	265	"YPEG"	0	"37"	"1"
7	41	"C1C1 rho c1e1 pr18"	0	"YPEG"	0	"37"	"1"
7	42	"C1C1 rho c1e1 pr18"	266	"YPEG"	0	"37"	"1"
7	43	"C1C1 rho c1e1 pr18"	259	"YPEG"	0	"37"	"1"
7	44	"C1C1 rho c1e1 pr18"	254	"YPEG"	0	"37"	"1"
7	45	"C1C1 rho c1e1 pr18"	251	"YPEG"	0	"37"	"1"
7	46	"C1C1 rho c1e1 pr18"	263	"YPEG"	0	"37"	"1"
7	47	"C1C1 rho c1e1 pr18"	262	"YPEG"	0	"37"	"1"
7	48	"C1C1 rho c1e1 pr18"	193	"YPEG"	0	"37"	"1"
8	1	"C1C1 rho c1e1 pr13"	202	"YPEG"	0	"37"	"1"
8	2	"C1C1 rho c1e1 pr13"	231	"YPEG"	0	"37"	"1"
8	3	"C1C1 rho c1e1 pr13"	213	"YPEG"	0	"37"	"1"
8	4	"C1C1 rho c1e1 pr13"	241	"YPEG"	0	"37"	"1"
8	5	"C1C1 rho c1e1 pr13"	242	"YPEG"	0	"37"	"1"
8	6	"C1C1 rho c1e1 pr13"	241	"YPEG"	0	"37"	"1"
8	7	"C1C1 rho c1e1 pr13"	257	"YPEG"	0	"37"	"1"
8	8	"C1C1 rho c1e1 pr13"	282	"YPEG"	0	"37"	"1"
8	9	"C1C1 rho c1e1 pr14"	253	"YPEG"	0	"37"	"1"
