"Row"	"Column"	"Gene"
14	18	"C1C1 rho c1e1 pr39"
14	19	"C1C1 rho c1e1 pr39"
14	20	"C1C1 rho c1e1 pr39"
14	21	"C1C1 rho c1e1 pr39"
14	22	"C1C1 rho c1e1 pr39"
14	23	"C1C1 rho c1e1 pr39"
14	24	"C1C1 rho c1e1 pr39"
14	25	"C1C1 rho c1e1 pr40"
14	26	"C1C1 rho c1e1 pr40"
14	27	"C1C1 rho c1e1 pr40"
14	28	"C1C1 rho c1e1 pr40"
14	29	"C1C1 rho c1e1 pr40"
14	30	"C1C1 rho c1e1 pr40"
14	31	"C1C1 rho c1e1 pr40"
14	32	"C1C1 rho c1e1 pr40"
14	33	"C1C1 rho c1e1 pr41"
14	34	"C1C1 rho c1e1 pr41"
14	35	"C1C1 rho c1e1 pr41"
14	36	"C1C1 rho c1e1 pr41"
14	37	"C1C1 rho c1e1 pr41"
14	38	"C1C1 rho c1e1 pr41"
14	39	"C1C1 rho c1e1 pr41"
14	40	"C1C1 rho c1e1 pr41"
14	41	"C1C1 rho c1e1 pr42"
14	42	"C1C1 rho c1e1 pr42"
14	43	"C1C1 rho c1e1 pr42"
14	44	"C1C1 rho c1e1 pr42"
14	45	"C1C1 rho c1e1 pr42"
14	46	"C1C1 rho c1e1 pr42"
14	47	"C1C1 rho c1e1 pr42"
14	48	"C1C1 rho c1e1 pr42"
15	1	"C1C1 rho c1e1 pr37"
15	2	"C1C1 rho c1e1 pr37"
15	3	"C1C1 rho c1e1 pr37"
15	4	"C1C1 rho c1e1 pr37"
15	5	"C1C1 rho c1e1 pr37"
15	6	"C1C1 rho c1e1 pr37"
15	7	"C1C1 rho c1e1 pr37"
15	8	"C1C1 rho c1e1 pr37"
15	9	"C1C1 rho c1e1 pr38"
15	10	"C1C1 rho c1e1 pr38"
15	11	"C1C1 rho c1e1 pr38"
15	12	"C1C1 rho c1e1 pr38"
15	13	"C1C1 rho c1e1 pr38"
15	14	"C1C1 rho c1e1 pr38"
15	15	"C1C1 rho c1e1 pr38"
15	16	"C1C1 rho c1e1 pr38"
15	17	"C1C1 rho c1e1 pr39"
15	18	"C1C1 rho c1e1 pr39"
15	19	"C1C1 rho c1e1 pr39"
15	20	"C1C1 rho c1e1 pr39"
15	21	"C1C1 rho c1e1 pr39"
15	22	"C1C1 rho c1e1 pr39"
15	23	"C1C1 rho c1e1 pr39"
15	24	"C1C1 rho c1e1 pr39"
15	25	"C1C1 rho c1e1 pr40"
15	26	"C1C1 rho c1e1 pr40"
15	27	"C1C1 rho c1e1 pr40"
15	28	"C1C1 rho c1e1 pr40"
15	29	"C1C1 rho c1e1 pr40"
15	30	"C1C1 rho c1e1 pr40"
15	31	"C1C1 rho c1e1 pr40"
15	32	"C1C1 rho c1e1 pr40"
15	33	"C1C1 rho c1e1 pr41"
15	34	"C1C1 rho c1e1 pr41"
15	35	"C1C1 rho c1e1 pr41"
15	36	"C1C1 rho c1e1 pr41"
15	37	"C1C1 rho c1e1 pr41"
15	38	"C1C1 rho c1e1 pr41"
15	39	"C1C1 rho c1e1 pr41"
15	40	"C1C1 rho c1e1 pr41"
15	41	"C1C1 rho c1e1 pr42"
15	42	"C1C1 rho c1e1 pr42"
15	43	"C1C1 rho c1e1 pr42"
15	44	"C1C1 rho c1e1 pr42"
15	45	"C1C1 rho c1e1 pr42"
15	46	"C1C1 rho c1e1 pr42"
15	47	"C1C1 rho c1e1 pr42"
15	48	"C1C1 rho c1e1 pr42"
16	1	"C1C1 rho c1e1 pr37"
16	2	"C1C1 rho c1e1 pr37"
16	3	"C1C1 rho c1e1 pr37"
16	4	"C1C1 rho c1e1 pr37"
16	5	"C1C1 rho c1e1 pr37"
16	6	"C1C1 rho c1e1 pr37"
16	7	"C1C1 rho c1e1 pr37"
16	8	"C1C1 rho c1e1 pr37"
16	9	"C1C1 rho c1e1 pr38"
16	10	"C1C1 rho c1e1 pr38"
16	11	"C1C1 rho c1e1 pr38"
16	12	"C1C1 rho c1e1 pr38"
16	13	"C1C1 rho c1e1 pr38"
16	14	"C1C1 rho c1e1 pr38"
16	15	"C1C1 rho c1e1 pr38"
16	16	"C1C1 rho c1e1 pr38"
16	17	"C1C1 rho c1e1 pr39"
16	18	"C1C1 rho c1e1 pr39"
16	19	"C1C1 rho c1e1 pr39"
16	20	"C1C1 rho c1e1 pr39"
16	21	"C1C1 rho c1e1 pr39"
16	22	"C1C1 rho c1e1 pr39"
16	23	"C1C1 rho c1e1 pr39"
16	24	"C1C1 rho c1e1 pr39"
16	25	"C1C1 rho c1e1 pr40"
16	26	"C1C1 rho c1e1 pr40"
16	27	"C1C1 rho c1e1 pr40"
16	28	"C1C1 rho c1e1 pr40"
16	29	"C1C1 rho c1e1 pr40"
16	30	"C1C1 rho c1e1 pr40"
16	31	"C1C1 rho c1e1 pr40"
16	32	"C1C1 rho c1e1 pr40"
16	33	"C1C1 rho c1e1 pr41"
16	34	"C1C1 rho c1e1 pr41"
16	35	"C1C1 rho c1e1 pr41"
16	36	"C1C1 rho c1e1 pr41"
16	37	"C1C1 rho c1e1 pr41"
16	38	"C1C1 rho c1e1 pr41"
16	39	"C1C1 rho c1e1 pr41"
16	40	"C1C1 rho c1e1 pr41"
16	41	"C1C1 rho c1e1 pr42"
16	42	"C1C1 rho c1e1 pr42"
16	43	"C1C1 rho c1e1 pr42"
16	44	"C1C1 rho c1e1 pr42"
16	45	"C1C1 rho c1e1 pr42"
16	46	"C1C1 rho c1e1 pr42"
16	47	"C1C1 rho c1e1 pr42"
16	48	"C1C1 rho c1e1 pr42"
17	1	"C1C1 rho c1e1 pr49"
17	2	"C1C1 rho c1e1 pr49"
17	3	"C1C1 rho c1e1 pr49"
17	4	"C1C1 rho c1e1 pr49"
17	5	"C1C1 rho c1e1 pr49"
17	6	"C1C1 rho c1e1 pr49"
17	7	"C1C1 rho c1e1 pr49"
17	8	"C1C1 rho c1e1 pr49"
17	9	"C1C1 rho c1e1 pr50"
17	10	"C1C1 rho c1e1 pr50"
17	11	"C1C1 rho c1e1 pr50"
17	12	"C1C1 rho c1e1 pr50"
17	13	"C1C1 rho c1e1 pr50"
17	14	"C1C1 rho c1e1 pr50"
17	15	"C1C1 rho c1e1 pr50"
17	16	"C1C1 rho c1e1 pr50"
17	17	"C1C1 rho c1e1 pr51"
17	18	"C1C1 rho c1e1 pr51"
17	19	"C1C1 rho c1e1 pr51"
17	20	"C1C1 rho c1e1 pr51"
17	21	"C1C1 rho c1e1 pr51"
17	22	"C1C1 rho c1e1 pr51"
17	23	"C1C1 rho c1e1 pr51"
17	24	"C1C1 rho c1e1 pr51"
17	25	"C1C1 rho c1e1 pr52"
17	26	"C1C1 rho c1e1 pr52"
17	27	"C1C1 rho c1e1 pr52"
17	28	"C1C1 rho c1e1 pr52"
17	29	"C1C1 rho c1e1 pr52"
17	30	"C1C1 rho c1e1 pr52"
17	31	"C1C1 rho c1e1 pr52"
17	32	"C1C1 rho c1e1 pr52"
17	33	"C1C1 rho c1e1 pr53"
17	34	"C1C1 rho c1e1 pr53"
17	35	"C1C1 rho c1e1 pr53"
17	36	"C1C1 rho c1e1 pr53"
17	37	"C1C1 rho c1e1 pr53"
17	38	"C1C1 rho c1e1 pr53"
17	39	"C1C1 rho c1e1 pr53"
17	40	"C1C1 rho c1e1 pr53"
17	41	"C1C1 rho c1e1 pr54"
17	42	"C1C1 rho c1e1 pr54"
17	43	"C1C1 rho c1e1 pr54"
17	44	"C1C1 rho c1e1 pr54"
17	45	"C1C1 rho c1e1 pr54"
17	46	"C1C1 rho c1e1 pr54"
17	47	"C1C1 rho c1e1 pr54"
17	48	"C1C1 rho c1e1 pr54"
18	1	"C1C1 rho c1e1 pr49"
18	2	"C1C1 rho c1e1 pr49"
18	3	"C1C1 rho c1e1 pr49"
18	4	"C1C1 rho c1e1 pr49"
18	5	"C1C1 rho c1e1 pr49"
18	6	"C1C1 rho c1e1 pr49"
18	7	"C1C1 rho c1e1 pr49"
18	8	"C1C1 rho c1e1 pr49"
18	9	"C1C1 rho c1e1 pr50"
18	10	"C1C1 rho c1e1 pr50"
18	11	"C1C1 rho c1e1 pr50"
18	12	"C1C1 rho c1e1 pr50"
18	13	"C1C1 rho c1e1 pr50"
18	14	"C1C1 rho c1e1 pr50"
18	15	"C1C1 rho c1e1 pr50"
18	16	"C1C1 rho c1e1 pr50"
18	17	"C1C1 rho c1e1 pr51"
18	18	"C1C1 rho c1e1 pr51"
18	19	"C1C1 rho c1e1 pr51"
18	20	"C1C1 rho c1e1 pr51"
18	21	"C1C1 rho c1e1 pr51"
18	22	"C1C1 rho c1e1 pr51"
18	23	"C1C1 rho c1e1 pr51"
18	24	"C1C1 rho c1e1 pr51"
18	25	"C1C1 rho c1e1 pr52"
18	26	"C1C1 rho c1e1 pr52"
18	27	"C1C1 rho c1e1 pr52"
18	28	"C1C1 rho c1e1 pr52"
18	29	"C1C1 rho c1e1 pr52"
18	30	"C1C1 rho c1e1 pr52"
18	31	"C1C1 rho c1e1 pr52"
18	32	"C1C1 rho c1e1 pr52"
18	33	"C1C1 rho c1e1 pr53"
18	34	"C1C1 rho c1e1 pr53"
18	35	"C1C1 rho c1e1 pr53"
18	36	"C1C1 rho c1e1 pr53"
18	37	"C1C1 rho c1e1 pr53"
18	38	"C1C1 rho c1e1 pr53"
18	39	"C1C1 rho c1e1 pr53"
18	40	"C1C1 rho c1e1 pr53"
18	41	"C1C1 rho c1e1 pr54"
18	42	"C1C1 rho c1e1 pr54"
18	43	"C1C1 rho c1e1 pr54"
18	44	"C1C1 rho c1e1 pr54"
18	45	"C1C1 rho c1e1 pr54"
18	46	"C1C1 rho c1e1 pr54"
18	47	"C1C1 rho c1e1 pr54"
18	48	"C1C1 rho c1e1 pr54"
19	1	"C1C1 rho c1e1 pr49"
19	2	"C1C1 rho c1e1 pr49"
19	3	"C1C1 rho c1e1 pr49"
19	4	"C1C1 rho c1e1 pr49"
19	5	"C1C1 rho c1e1 pr49"
19	6	"C1C1 rho c1e1 pr49"
19	7	"C1C1 rho c1e1 pr49"
19	8	"C1C1 rho c1e1 pr49"
19	9	"C1C1 rho c1e1 pr50"
19	10	"C1C1 rho c1e1 pr50"
19	11	"C1C1 rho c1e1 pr50"
19	12	"C1C1 rho c1e1 pr50"
19	13	"C1C1 rho c1e1 pr50"
19	14	"C1C1 rho c1e1 pr50"
19	15	"C1C1 rho c1e1 pr50"
19	16	"C1C1 rho c1e1 pr50"
19	17	"C1C1 rho c1e1 pr51"
19	18	"C1C1 rho c1e1 pr51"
19	19	"C1C1 rho c1e1 pr51"
19	20	"C1C1 rho c1e1 pr51"
19	21	"C1C1 rho c1e1 pr51"
19	22	"C1C1 rho c1e1 pr51"
19	23	"C1C1 rho c1e1 pr51"
19	24	"C1C1 rho c1e1 pr51"
19	25	"C1C1 rho c1e1 pr52"
19	26	"C1C1 rho c1e1 pr52"
19	27	"C1C1 rho c1e1 pr52"
19	28	"C1C1 rho c1e1 pr52"
19	29	"C1C1 rho c1e1 pr52"
19	30	"C1C1 rho c1e1 pr52"
19	31	"C1C1 rho c1e1 pr52"
19	32	"C1C1 rho c1e1 pr52"
19	33	"C1C1 rho c1e1 pr53"
19	34	"C1C1 rho c1e1 pr53"
19	35	"C1C1 rho c1e1 pr53"
19	36	"C1C1 rho c1e1 pr53"
19	37	"C1C1 rho c1e1 pr53"
19	38	"C1C1 rho c1e1 pr53"
19	39	"C1C1 rho c1e1 pr53"
19	40	"C1C1 rho c1e1 pr53"
19	41	"C1C1 rho c1e1 pr54"
19	42	"C1C1 rho c1e1 pr54"
19	43	"C1C1 rho c1e1 pr54"
19	44	"C1C1 rho c1e1 pr54"
19	45	"C1C1 rho c1e1 pr54"
19	46	"C1C1 rho c1e1 pr54"
19	47	"C1C1 rho c1e1 pr54"
19	48	"C1C1 rho c1e1 pr54"
20	1	"C1C1 rho c1e1 pr49"
20	2	"C1C1 rho c1e1 pr49"
20	3	"C1C1 rho c1e1 pr49"
20	4	"C1C1 rho c1e1 pr49"
20	5	"C1C1 rho c1e1 pr49"
20	6	"C1C1 rho c1e1 pr49"
20	7	"C1C1 rho c1e1 pr49"
20	8	"C1C1 rho c1e1 pr49"
20	9	"C1C1 rho c1e1 pr50"
20	10	"C1C1 rho c1e1 pr50"
20	11	"C1C1 rho c1e1 pr50"
20	12	"C1C1 rho c1e1 pr50"
20	13	"C1C1 rho c1e1 pr50"
20	14	"C1C1 rho c1e1 pr50"
20	15	"C1C1 rho c1e1 pr50"
20	16	"C1C1 rho c1e1 pr50"
20	17	"C1C1 rho c1e1 pr51"
20	18	"C1C1 rho c1e1 pr51"
20	19	"C1C1 rho c1e1 pr51"
20	20	"C1C1 rho c1e1 pr51"
20	21	"C1C1 rho c1e1 pr51"
20	22	"C1C1 rho c1e1 pr51"
20	23	"C1C1 rho c1e1 pr51"
20	24	"C1C1 rho c1e1 pr51"
20	25	"C1C1 rho c1e1 pr52"
20	26	"C1C1 rho c1e1 pr52"
20	27	"C1C1 rho c1e1 pr52"
20	28	"C1C1 rho c1e1 pr52"
20	29	"C1C1 rho c1e1 pr52"
20	30	"C1C1 rho c1e1 pr52"
20	31	"C1C1 rho c1e1 pr52"
20	32	"C1C1 rho c1e1 pr52"
20	33	"C1C1 rho c1e1 pr53"
20	34	"C1C1 rho c1e1 pr53"
20	35	"C1C1 rho c1e1 pr53"
20	36	"C1C1 rho c1e1 pr53"
20	37	"C1C1 rho c1e1 pr53"
20	38	"C1C1 rho c1e1 pr53"
20	39	"C1C1 rho c1e1 pr53"
20	40	"C1C1 rho c1e1 pr53"
20	41	"C1C1 rho c1e1 pr54"
20	42	"C1C1 rho c1e1 pr54"
20	43	"C1C1 rho c1e1 pr54"
20	44	"C1C1 rho c1e1 pr54"
20	45	"C1C1 rho c1e1 pr54"
20	46	"C1C1 rho c1e1 pr54"
20	47	"C1C1 rho c1e1 pr54"
20	48	"C1C1 rho c1e1 pr54"
21	1	"C1C1 rho c1e1 pr61"
21	2	"C1C1 rho c1e1 pr61"
21	3	"C1C1 rho c1e1 pr61"
21	4	"C1C1 rho c1e1 pr61"
21	5	"C1C1 rho c1e1 pr61"
21	6	"C1C1 rho c1e1 pr61"
21	7	"C1C1 rho c1e1 pr61"
21	8	"C1C1 rho c1e1 pr61"
21	9	"C1C1 rho c1e1 pr62"
21	10	"C1C1 rho c1e1 pr62"
21	11	"C1C1 rho c1e1 pr62"
21	12	"C1C1 rho c1e1 pr62"
21	13	"C1C1 rho c1e1 pr62"
21	14	"C1C1 rho c1e1 pr62"
21	15	"C1C1 rho c1e1 pr62"
21	16	"C1C1 rho c1e1 pr62"
21	17	"C1C1 rho c1e1 pr63"
21	18	"C1C1 rho c1e1 pr63"
21	19	"C1C1 rho c1e1 pr63"
21	20	"C1C1 rho c1e1 pr63"
21	21	"C1C1 rho c1e1 pr63"
21	22	"C1C1 rho c1e1 pr63"
21	23	"C1C1 rho c1e1 pr63"
21	24	"C1C1 rho c1e1 pr63"
21	25	"C1C1 rho c1e1 pr64"
21	26	"C1C1 rho c1e1 pr64"
21	27	"C1C1 rho c1e1 pr64"
21	28	"C1C1 rho c1e1 pr64"
21	29	"C1C1 rho c1e1 pr64"
21	30	"C1C1 rho c1e1 pr64"
21	31	"C1C1 rho c1e1 pr64"
21	32	"C1C1 rho c1e1 pr64"
21	33	"C1C1 rho c1e1 pr65"
21	34	"C1C1 rho c1e1 pr65"
21	35	"C1C1 rho c1e1 pr65"
21	36	"C1C1 rho c1e1 pr65"
21	37	"C1C1 rho c1e1 pr65"
21	38	"C1C1 rho c1e1 pr65"
21	39	"C1C1 rho c1e1 pr65"
21	40	"C1C1 rho c1e1 pr65"
21	41	"C1C1 rho c1e1 pr66"
21	42	"C1C1 rho c1e1 pr66"
21	43	"C1C1 rho c1e1 pr66"
21	44	"C1C1 rho c1e1 pr66"
21	45	"C1C1 rho c1e1 pr66"
21	46	"C1C1 rho c1e1 pr66"
21	47	"C1C1 rho c1e1 pr66"
21	48	"C1C1 rho c1e1 pr66"
22	1	"C1C1 rho c1e1 pr61"
22	2	"C1C1 rho c1e1 pr61"
22	3	"C1C1 rho c1e1 pr61"
22	4	"C1C1 rho c1e1 pr61"
22	5	"C1C1 rho c1e1 pr61"
22	6	"C1C1 rho c1e1 pr61"
22	7	"C1C1 rho c1e1 pr61"
22	8	"C1C1 rho c1e1 pr61"
22	9	"C1C1 rho c1e1 pr62"
22	10	"C1C1 rho c1e1 pr62"
22	11	"C1C1 rho c1e1 pr62"
22	12	"C1C1 rho c1e1 pr62"
22	13	"C1C1 rho c1e1 pr62"
22	14	"C1C1 rho c1e1 pr62"
22	15	"C1C1 rho c1e1 pr62"
22	16	"C1C1 rho c1e1 pr62"
22	17	"C1C1 rho c1e1 pr63"
22	18	"C1C1 rho c1e1 pr63"
22	19	"C1C1 rho c1e1 pr63"
22	20	"C1C1 rho c1e1 pr63"
22	21	"C1C1 rho c1e1 pr63"
22	22	"C1C1 rho c1e1 pr63"
22	23	"C1C1 rho c1e1 pr63"
22	24	"C1C1 rho c1e1 pr63"
22	25	"C1C1 rho c1e1 pr64"
22	26	"C1C1 rho c1e1 pr64"
22	27	"C1C1 rho c1e1 pr64"
22	28	"C1C1 rho c1e1 pr64"
22	29	"C1C1 rho c1e1 pr64"
22	30	"C1C1 rho c1e1 pr64"
22	31	"C1C1 rho c1e1 pr64"
22	32	"C1C1 rho c1e1 pr64"
22	33	"C1C1 rho c1e1 pr65"
22	34	"C1C1 rho c1e1 pr65"
22	35	"C1C1 rho c1e1 pr65"
22	36	"C1C1 rho c1e1 pr65"
22	37	"C1C1 rho c1e1 pr65"
22	38	"C1C1 rho c1e1 pr65"
22	39	"C1C1 rho c1e1 pr65"
22	40	"C1C1 rho c1e1 pr65"
22	41	"C1C1 rho c1e1 pr66"
22	42	"C1C1 rho c1e1 pr66"
22	43	"C1C1 rho c1e1 pr66"
22	44	"C1C1 rho c1e1 pr66"
22	45	"C1C1 rho c1e1 pr66"
22	46	"C1C1 rho c1e1 pr66"
22	47	"C1C1 rho c1e1 pr66"
22	48	"C1C1 rho c1e1 pr66"
23	1	"C1C1 rho c1e1 pr61"
23	2	"C1C1 rho c1e1 pr61"
23	3	"C1C1 rho c1e1 pr61"
23	4	"C1C1 rho c1e1 pr61"
23	5	"C1C1 rho c1e1 pr61"
23	6	"C1C1 rho c1e1 pr61"
23	7	"C1C1 rho c1e1 pr61"
23	8	"C1C1 rho c1e1 pr61"
23	9	"C1C1 rho c1e1 pr62"
23	10	"C1C1 rho c1e1 pr62"
23	11	"C1C1 rho c1e1 pr62"
23	12	"C1C1 rho c1e1 pr62"
23	13	"C1C1 rho c1e1 pr62"
23	14	"C1C1 rho c1e1 pr62"
23	15	"C1C1 rho c1e1 pr62"
23	16	"C1C1 rho c1e1 pr62"
23	17	"C1C1 rho c1e1 pr63"
23	18	"C1C1 rho c1e1 pr63"
23	19	"C1C1 rho c1e1 pr63"
23	20	"C1C1 rho c1e1 pr63"
23	21	"C1C1 rho c1e1 pr63"
23	22	"C1C1 rho c1e1 pr63"
23	23	"C1C1 rho c1e1 pr63"
23	24	"C1C1 rho c1e1 pr63"
23	25	"C1C1 rho c1e1 pr64"
23	26	"C1C1 rho c1e1 pr64"
23	27	"C1C1 rho c1e1 pr64"
23	28	"C1C1 rho c1e1 pr64"
23	29	"C1C1 rho c1e1 pr64"
23	30	"C1C1 rho c1e1 pr64"
23	31	"C1C1 rho c1e1 pr64"
23	32	"C1C1 rho c1e1 pr64"
23	33	"C1C1 rho c1e1 pr65"
23	34	"C1C1 rho c1e1 pr65"
23	35	"C1C1 rho c1e1 pr65"
23	36	"C1C1 rho c1e1 pr65"
23	37	"C1C1 rho c1e1 pr65"
23	38	"C1C1 rho c1e1 pr65"
23	39	"C1C1 rho c1e1 pr65"
23	40	"C1C1 rho c1e1 pr65"
23	41	"C1C1 rho c1e1 pr66"
23	42	"C1C1 rho c1e1 pr66"
23	43	"C1C1 rho c1e1 pr66"
23	44	"C1C1 rho c1e1 pr66"
23	45	"C1C1 rho c1e1 pr66"
23	46	"C1C1 rho c1e1 pr66"
23	47	"C1C1 rho c1e1 pr66"
23	48	"C1C1 rho c1e1 pr66"
24	1	"C1C1 rho c1e1 pr61"
24	2	"C1C1 rho c1e1 pr61"
24	3	"C1C1 rho c1e1 pr61"
24	4	"C1C1 rho c1e1 pr61"
24	5	"C1C1 rho c1e1 pr61"
24	6	"C1C1 rho c1e1 pr61"
24	7	"C1C1 rho c1e1 pr61"
24	8	"C1C1 rho c1e1 pr61"
24	9	"C1C1 rho c1e1 pr62"
24	10	"C1C1 rho c1e1 pr62"
24	11	"C1C1 rho c1e1 pr62"
24	12	"C1C1 rho c1e1 pr62"
24	13	"C1C1 rho c1e1 pr62"
24	14	"C1C1 rho c1e1 pr62"
24	15	"C1C1 rho c1e1 pr62"
24	16	"C1C1 rho c1e1 pr62"
24	17	"C1C1 rho c1e1 pr63"
24	18	"C1C1 rho c1e1 pr63"
24	19	"C1C1 rho c1e1 pr63"
24	20	"C1C1 rho c1e1 pr63"
24	21	"C1C1 rho c1e1 pr63"
24	22	"C1C1 rho c1e1 pr63"
24	23	"C1C1 rho c1e1 pr63"
24	24	"C1C1 rho c1e1 pr63"
24	25	"C1C1 rho c1e1 pr64"
24	26	"C1C1 rho c1e1 pr64"
24	27	"C1C1 rho c1e1 pr64"
24	28	"C1C1 rho c1e1 pr64"
24	29	"C1C1 rho c1e1 pr64"
24	30	"C1C1 rho c1e1 pr64"
24	31	"C1C1 rho c1e1 pr64"
24	32	"C1C1 rho c1e1 pr64"
24	33	"C1C1 rho c1e1 pr65"
24	34	"C1C1 rho c1e1 pr65"
24	35	"C1C1 rho c1e1 pr65"
24	36	"C1C1 rho c1e1 pr65"
24	37	"C1C1 rho c1e1 pr65"
24	38	"C1C1 rho c1e1 pr65"
24	39	"C1C1 rho c1e1 pr65"
24	40	"C1C1 rho c1e1 pr65"
24	41	"C1C1 rho c1e1 pr66"
24	42	"C1C1 rho c1e1 pr66"
24	43	"C1C1 rho c1e1 pr66"
24	44	"C1C1 rho c1e1 pr66"
24	45	"C1C1 rho c1e1 pr66"
24	46	"C1C1 rho c1e1 pr66"
24	47	"C1C1 rho c1e1 pr66"
24	48	"C1C1 rho c1e1 pr66"
25	1	"C1C1 rho c1e1 pr73"
25	2	"C1C1 rho c1e1 pr73"
25	3	"C1C1 rho c1e1 pr73"
25	4	"C1C1 rho c1e1 pr73"
25	5	"C1C1 rho c1e1 pr73"
25	6	"C1C1 rho c1e1 pr73"
25	7	"C1C1 rho c1e1 pr73"
25	8	"C1C1 rho c1e1 pr73"
25	9	"C1C1 rho c1e1 pr74"
25	10	"C1C1 rho c1e1 pr74"
25	11	"C1C1 rho c1e1 pr74"
25	12	"C1C1 rho c1e1 pr74"
25	13	"C1C1 rho c1e1 pr74"
25	14	"C1C1 rho c1e1 pr74"
25	15	"C1C1 rho c1e1 pr74"
25	16	"C1C1 rho c1e1 pr74"
25	17	"C1C1 rho c1e1 pr75"
25	18	"C1C1 rho c1e1 pr75"
25	19	"C1C1 rho c1e1 pr75"
25	20	"C1C1 rho c1e1 pr75"
25	21	"C1C1 rho c1e1 pr75"
25	22	"C1C1 rho c1e1 pr75"
25	23	"C1C1 rho c1e1 pr75"
25	24	"C1C1 rho c1e1 pr75"
25	25	"C1C1 rho c1e1 pr76"
25	26	"C1C1 rho c1e1 pr76"
25	27	"C1C1 rho c1e1 pr76"
25	28	"C1C1 rho c1e1 pr76"
25	29	"C1C1 rho c1e1 pr76"
25	30	"C1C1 rho c1e1 pr76"
25	31	"C1C1 rho c1e1 pr76"
25	32	"C1C1 rho c1e1 pr76"
25	33	"C1C1 rho c1e1 pr77"
25	34	"C1C1 rho c1e1 pr77"
25	35	"C1C1 rho c1e1 pr77"
25	36	"C1C1 rho c1e1 pr77"
25	37	"C1C1 rho c1e1 pr77"
25	38	"C1C1 rho c1e1 pr77"
25	39	"C1C1 rho c1e1 pr77"
25	40	"C1C1 rho c1e1 pr77"
25	41	"C1C1 rho c1e1 pr78"
25	42	"C1C1 rho c1e1 pr78"
25	43	"C1C1 rho c1e1 pr78"
25	44	"C1C1 rho c1e1 pr78"
25	45	"C1C1 rho c1e1 pr78"
25	46	"C1C1 rho c1e1 pr78"
25	47	"C1C1 rho c1e1 pr78"
25	48	"C1C1 rho c1e1 pr78"
26	1	"C1C1 rho c1e1 pr73"
26	2	"C1C1 rho c1e1 pr73"
26	3	"C1C1 rho c1e1 pr73"
26	4	"C1C1 rho c1e1 pr73"
26	5	"C1C1 rho c1e1 pr73"
26	6	"C1C1 rho c1e1 pr73"
26	7	"C1C1 rho c1e1 pr73"
26	8	"C1C1 rho c1e1 pr73"
26	9	"C1C1 rho c1e1 pr74"
26	10	"C1C1 rho c1e1 pr74"
26	11	"C1C1 rho c1e1 pr74"
26	12	"C1C1 rho c1e1 pr74"
26	13	"C1C1 rho c1e1 pr74"
26	14	"C1C1 rho c1e1 pr74"
26	15	"C1C1 rho c1e1 pr74"
26	16	"C1C1 rho c1e1 pr74"
26	17	"C1C1 rho c1e1 pr75"
26	18	"C1C1 rho c1e1 pr75"
26	19	"C1C1 rho c1e1 pr75"
26	20	"C1C1 rho c1e1 pr75"
26	21	"C1C1 rho c1e1 pr75"
26	22	"C1C1 rho c1e1 pr75"
26	23	"C1C1 rho c1e1 pr75"
26	24	"C1C1 rho c1e1 pr75"
26	25	"C1C1 rho c1e1 pr76"
26	26	"C1C1 rho c1e1 pr76"
26	27	"C1C1 rho c1e1 pr76"
26	28	"C1C1 rho c1e1 pr76"
26	29	"C1C1 rho c1e1 pr76"
26	30	"C1C1 rho c1e1 pr76"
26	31	"C1C1 rho c1e1 pr76"
26	32	"C1C1 rho c1e1 pr76"
26	33	"C1C1 rho c1e1 pr77"
26	34	"C1C1 rho c1e1 pr77"
26	35	"C1C1 rho c1e1 pr77"
26	36	"C1C1 rho c1e1 pr77"
26	37	"C1C1 rho c1e1 pr77"
26	38	"C1C1 rho c1e1 pr77"
26	39	"C1C1 rho c1e1 pr77"
26	40	"C1C1 rho c1e1 pr77"
26	41	"C1C1 rho c1e1 pr78"
26	42	"C1C1 rho c1e1 pr78"
26	43	"C1C1 rho c1e1 pr78"
26	44	"C1C1 rho c1e1 pr78"
26	45	"C1C1 rho c1e1 pr78"
26	46	"C1C1 rho c1e1 pr78"
26	47	"C1C1 rho c1e1 pr78"
26	48	"C1C1 rho c1e1 pr78"
27	1	"C1C1 rho c1e1 pr73"
27	2	"C1C1 rho c1e1 pr73"
27	3	"C1C1 rho c1e1 pr73"
27	4	"C1C1 rho c1e1 pr73"
27	5	"C1C1 rho c1e1 pr73"
27	6	"C1C1 rho c1e1 pr73"
27	7	"C1C1 rho c1e1 pr73"
27	8	"C1C1 rho c1e1 pr73"
27	9	"C1C1 rho c1e1 pr74"
27	10	"C1C1 rho c1e1 pr74"
27	11	"C1C1 rho c1e1 pr74"
27	12	"C1C1 rho c1e1 pr74"
27	13	"C1C1 rho c1e1 pr74"
27	14	"C1C1 rho c1e1 pr74"
27	15	"C1C1 rho c1e1 pr74"
27	16	"C1C1 rho c1e1 pr74"
27	17	"C1C1 rho c1e1 pr75"
27	18	"C1C1 rho c1e1 pr75"
27	19	"C1C1 rho c1e1 pr75"
27	20	"C1C1 rho c1e1 pr75"
27	21	"C1C1 rho c1e1 pr75"
27	22	"C1C1 rho c1e1 pr75"
27	23	"C1C1 rho c1e1 pr75"
27	24	"C1C1 rho c1e1 pr75"
27	25	"C1C1 rho c1e1 pr76"
27	26	"C1C1 rho c1e1 pr76"
27	27	"C1C1 rho c1e1 pr76"
27	28	"C1C1 rho c1e1 pr76"
