"Row"	"Column"	"Gene"
3	11	"C1C1 rho c1e1 pr15"
3	12	"C1C1 rho c1e1 pr15"
3	13	"C1C1 rho c1e1 pr16"
3	14	"C1C1 rho c1e1 pr16"
3	15	"C1C1 rho c1e1 pr16"
3	16	"C1C1 rho c1e1 pr16"
3	17	"C1C1 rho c1e1 pr17"
3	18	"C1C1 rho c1e1 pr17"
3	19	"C1C1 rho c1e1 pr17"
3	20	"C1C1 rho c1e1 pr17"
3	21	"C1C1 rho c1e1 pr18"
3	22	"C1C1 rho c1e1 pr18"
3	23	"C1C1 rho c1e1 pr18"
3	24	"C1C1 rho c1e1 pr18"
4	1	"C1C1 rho c1e1 pr13"
4	2	"C1C1 rho c1e1 pr13"
4	3	"C1C1 rho c1e1 pr13"
4	4	"C1C1 rho c1e1 pr13"
4	5	"C1C1 rho c1e1 pr14"
4	6	"C1C1 rho c1e1 pr14"
4	7	"C1C1 rho c1e1 pr14"
4	8	"C1C1 rho c1e1 pr14"
4	9	"C1C1 rho c1e1 pr15"
4	10	"C1C1 rho c1e1 pr15"
4	11	"C1C1 rho c1e1 pr15"
4	12	"C1C1 rho c1e1 pr15"
4	13	"C1C1 rho c1e1 pr16"
4	14	"C1C1 rho c1e1 pr16"
4	15	"C1C1 rho c1e1 pr16"
4	16	"C1C1 rho c1e1 pr16"
4	17	"C1C1 rho c1e1 pr17"
4	18	"C1C1 rho c1e1 pr17"
4	19	"C1C1 rho c1e1 pr17"
4	20	"C1C1 rho c1e1 pr17"
4	21	"C1C1 rho c1e1 pr18"
4	22	"C1C1 rho c1e1 pr18"
4	23	"C1C1 rho c1e1 pr18"
4	24	"C1C1 rho c1e1 pr18"
5	1	"C1C1 rho c1e1 pr25"
5	2	"C1C1 rho c1e1 pr25"
5	3	"C1C1 rho c1e1 pr25"
5	4	"C1C1 rho c1e1 pr25"
5	5	"C1C1 rho c1e1 pr26"
5	6	"C1C1 rho c1e1 pr26"
5	7	"C1C1 rho c1e1 pr26"
5	8	"C1C1 rho c1e1 pr26"
5	9	"C1C1 rho c1e1 pr27"
5	10	"C1C1 rho c1e1 pr27"
5	11	"C1C1 rho c1e1 pr27"
5	12	"C1C1 rho c1e1 pr27"
5	13	"C1C1 rho c1e1 pr28"
5	14	"C1C1 rho c1e1 pr28"
5	15	"C1C1 rho c1e1 pr28"
5	16	"C1C1 rho c1e1 pr28"
5	17	"C1C1 rho c1e1 pr29"
5	18	"C1C1 rho c1e1 pr29"
5	19	"C1C1 rho c1e1 pr29"
5	20	"C1C1 rho c1e1 pr29"
5	21	"C1C1 rho c1e1 pr30"
5	22	"C1C1 rho c1e1 pr30"
5	23	"C1C1 rho c1e1 pr30"
5	24	"C1C1 rho c1e1 pr30"
6	1	"C1C1 rho c1e1 pr25"
6	2	"C1C1 rho c1e1 pr25"
6	3	"C1C1 rho c1e1 pr25"
6	4	"C1C1 rho c1e1 pr25"
6	5	"C1C1 rho c1e1 pr26"
6	6	"C1C1 rho c1e1 pr26"
6	7	"C1C1 rho c1e1 pr26"
6	8	"C1C1 rho c1e1 pr26"
6	9	"C1C1 rho c1e1 pr27"
6	10	"C1C1 rho c1e1 pr27"
6	11	"C1C1 rho c1e1 pr27"
6	12	"C1C1 rho c1e1 pr27"
6	13	"C1C1 rho c1e1 pr28"
6	14	"C1C1 rho c1e1 pr28"
6	15	"C1C1 rho c1e1 pr28"
6	16	"C1C1 rho c1e1 pr28"
6	17	"C1C1 rho c1e1 pr29"
6	18	"C1C1 rho c1e1 pr29"
6	19	"C1C1 rho c1e1 pr29"
6	20	"C1C1 rho c1e1 pr29"
6	21	"C1C1 rho c1e1 pr30"
6	22	"C1C1 rho c1e1 pr30"
6	23	"C1C1 rho c1e1 pr30"
6	24	"C1C1 rho c1e1 pr30"
7	1	"C1C1 rho c1e1 pr37"
7	2	"C1C1 rho c1e1 pr37"
7	3	"C1C1 rho c1e1 pr37"
7	4	"C1C1 rho c1e1 pr37"
7	5	"C1C1 rho c1e1 pr38"
7	6	"C1C1 rho c1e1 pr38"
7	7	"C1C1 rho c1e1 pr38"
7	8	"C1C1 rho c1e1 pr38"
7	9	"C1C1 rho c1e1 pr39"
7	10	"C1C1 rho c1e1 pr39"
7	11	"C1C1 rho c1e1 pr39"
7	12	"C1C1 rho c1e1 pr39"
7	13	"C1C1 rho c1e1 pr40"
7	14	"C1C1 rho c1e1 pr40"
7	15	"C1C1 rho c1e1 pr40"
7	16	"C1C1 rho c1e1 pr40"
7	17	"C1C1 rho c1e1 pr41"
7	18	"C1C1 rho c1e1 pr41"
7	19	"C1C1 rho c1e1 pr41"
7	20	"C1C1 rho c1e1 pr41"
7	21	"C1C1 rho c1e1 pr42"
7	22	"C1C1 rho c1e1 pr42"
7	23	"C1C1 rho c1e1 pr42"
7	24	"C1C1 rho c1e1 pr42"
8	1	"C1C1 rho c1e1 pr37"
8	2	"C1C1 rho c1e1 pr37"
8	3	"C1C1 rho c1e1 pr37"
8	4	"C1C1 rho c1e1 pr37"
8	5	"C1C1 rho c1e1 pr38"
8	6	"C1C1 rho c1e1 pr38"
8	7	"C1C1 rho c1e1 pr38"
8	8	"C1C1 rho c1e1 pr38"
8	9	"C1C1 rho c1e1 pr39"
8	10	"C1C1 rho c1e1 pr39"
8	11	"C1C1 rho c1e1 pr39"
8	12	"C1C1 rho c1e1 pr39"
8	13	"C1C1 rho c1e1 pr40"
8	14	"C1C1 rho c1e1 pr40"
8	15	"C1C1 rho c1e1 pr40"
8	16	"C1C1 rho c1e1 pr40"
8	17	"C1C1 rho c1e1 pr41"
8	18	"C1C1 rho c1e1 pr41"
8	19	"C1C1 rho c1e1 pr41"
8	20	"C1C1 rho c1e1 pr41"
8	21	"C1C1 rho c1e1 pr42"
8	22	"C1C1 rho c1e1 pr42"
8	23	"C1C1 rho c1e1 pr42"
8	24	"C1C1 rho c1e1 pr42"
9	1	"C1C1 rho c1e1 pr49"
9	2	"C1C1 rho c1e1 pr49"
9	3	"C1C1 rho c1e1 pr49"
9	4	"C1C1 rho c1e1 pr49"
9	5	"C1C1 rho c1e1 pr50"
9	6	"C1C1 rho c1e1 pr50"
9	7	"C1C1 rho c1e1 pr50"
9	8	"C1C1 rho c1e1 pr50"
9	9	"C1C1 rho c1e1 pr51"
9	10	"C1C1 rho c1e1 pr51"
9	11	"C1C1 rho c1e1 pr51"
9	12	"C1C1 rho c1e1 pr51"
9	13	"C1C1 rho c1e1 pr52"
9	14	"C1C1 rho c1e1 pr52"
9	15	"C1C1 rho c1e1 pr52"
9	16	"C1C1 rho c1e1 pr52"
9	17	"C1C1 rho c1e1 pr53"
9	18	"C1C1 rho c1e1 pr53"
9	19	"C1C1 rho c1e1 pr53"
9	20	"C1C1 rho c1e1 pr53"
9	21	"C1C1 rho c1e1 pr54"
9	22	"C1C1 rho c1e1 pr54"
9	23	"C1C1 rho c1e1 pr54"
9	24	"C1C1 rho c1e1 pr54"
10	1	"C1C1 rho c1e1 pr49"
10	2	"C1C1 rho c1e1 pr49"
10	3	"C1C1 rho c1e1 pr49"
10	4	"C1C1 rho c1e1 pr49"
10	5	"C1C1 rho c1e1 pr50"
10	6	"C1C1 rho c1e1 pr50"
10	7	"C1C1 rho c1e1 pr50"
10	8	"C1C1 rho c1e1 pr50"
10	9	"C1C1 rho c1e1 pr51"
10	10	"C1C1 rho c1e1 pr51"
10	11	"C1C1 rho c1e1 pr51"
10	12	"C1C1 rho c1e1 pr51"
10	13	"C1C1 rho c1e1 pr52"
10	14	"C1C1 rho c1e1 pr52"
10	15	"C1C1 rho c1e1 pr52"
10	16	"C1C1 rho c1e1 pr52"
10	17	"C1C1 rho c1e1 pr53"
10	18	"C1C1 rho c1e1 pr53"
10	19	"C1C1 rho c1e1 pr53"
10	20	"C1C1 rho c1e1 pr53"
10	21	"C1C1 rho c1e1 pr54"
10	22	"C1C1 rho c1e1 pr54"
10	23	"C1C1 rho c1e1 pr54"
10	24	"C1C1 rho c1e1 pr54"
11	1	"C1C1 rho c1e1 pr61"
11	2	"C1C1 rho c1e1 pr61"
11	3	"C1C1 rho c1e1 pr61"
11	4	"C1C1 rho c1e1 pr61"
11	5	"C1C1 rho c1e1 pr62"
11	6	"C1C1 rho c1e1 pr62"
11	7	"C1C1 rho c1e1 pr62"
11	8	"C1C1 rho c1e1 pr62"
11	9	"C1C1 rho c1e1 pr63"
11	10	"C1C1 rho c1e1 pr63"
11	11	"C1C1 rho c1e1 pr63"
11	12	"C1C1 rho c1e1 pr63"
11	13	"C1C1 rho c1e1 pr64"
11	14	"C1C1 rho c1e1 pr64"
11	15	"C1C1 rho c1e1 pr64"
11	16	"C1C1 rho c1e1 pr64"
11	17	"C1C1 rho c1e1 pr65"
11	18	"C1C1 rho c1e1 pr65"
11	19	"C1C1 rho c1e1 pr65"
11	20	"C1C1 rho c1e1 pr65"
11	21	"C1C1 rho c1e1 pr66"
11	22	"C1C1 rho c1e1 pr66"
11	23	"C1C1 rho c1e1 pr66"
11	24	"C1C1 rho c1e1 pr66"
12	1	"C1C1 rho c1e1 pr61"
12	2	"C1C1 rho c1e1 pr61"
12	3	"C1C1 rho c1e1 pr61"
12	4	"C1C1 rho c1e1 pr61"
12	5	"C1C1 rho c1e1 pr62"
12	6	"C1C1 rho c1e1 pr62"
12	7	"C1C1 rho c1e1 pr62"
12	8	"C1C1 rho c1e1 pr62"
12	9	"C1C1 rho c1e1 pr63"
12	10	"C1C1 rho c1e1 pr63"
12	11	"C1C1 rho c1e1 pr63"
12	12	"C1C1 rho c1e1 pr63"
12	13	"C1C1 rho c1e1 pr64"
12	14	"C1C1 rho c1e1 pr64"
12	15	"C1C1 rho c1e1 pr64"
12	16	"C1C1 rho c1e1 pr64"
12	17	"C1C1 rho c1e1 pr65"
12	18	"C1C1 rho c1e1 pr65"
12	19	"C1C1 rho c1e1 pr65"
12	20	"C1C1 rho c1e1 pr65"
12	21	"C1C1 rho c1e1 pr66"
12	22	"C1C1 rho c1e1 pr66"
12	23	"C1C1 rho c1e1 pr66"
12	24	"C1C1 rho c1e1 pr66"
13	1	"C1C1 rho c1e1 pr73"
13	2	"C1C1 rho c1e1 pr73"
13	3	"C1C1 rho c1e1 pr73"
13	4	"C1C1 rho c1e1 pr73"
13	5	"C1C1 rho c1e1 pr74"
13	6	"C1C1 rho c1e1 pr74"
13	7	"C1C1 rho c1e1 pr74"
13	8	"C1C1 rho c1e1 pr74"
13	9	"C1C1 rho c1e1 pr75"
13	10	"C1C1 rho c1e1 pr75"
13	11	"C1C1 rho c1e1 pr75"
13	12	"C1C1 rho c1e1 pr75"
13	13	"C1C1 rho c1e1 pr76"
13	14	"C1C1 rho c1e1 pr76"
13	15	"C1C1 rho c1e1 pr76"
13	16	"C1C1 rho c1e1 pr76"
13	17	"C1C1 rho c1e1 pr77"
13	18	"C1C1 rho c1e1 pr77"
13	19	"C1C1 rho c1e1 pr77"
13	20	"C1C1 rho c1e1 pr77"
13	21	"C1C1 rho c1e1 pr78"
13	22	"C1C1 rho c1e1 pr78"
13	23	"C1C1 rho c1e1 pr78"
13	24	"C1C1 rho c1e1 pr78"
14	1	"C1C1 rho c1e1 pr73"
14	2	"C1C1 rho c1e1 pr73"
14	3	"C1C1 rho c1e1 pr73"
14	4	"C1C1 rho c1e1 pr73"
14	5	"C1C1 rho c1e1 pr74"
14	6	"C1C1 rho c1e1 pr74"
14	7	"C1C1 rho c1e1 pr74"
14	8	"C1C1 rho c1e1 pr74"
14	9	"C1C1 rho c1e1 pr75"
14	10	"C1C1 rho c1e1 pr75"
14	11	"C1C1 rho c1e1 pr75"
14	12	"C1C1 rho c1e1 pr75"
14	13	"C1C1 rho c1e1 pr76"
14	14	"C1C1 rho c1e1 pr76"
14	15	"C1C1 rho c1e1 pr76"
14	16	"C1C1 rho c1e1 pr76"
14	17	"C1C1 rho c1e1 pr77"
14	18	"C1C1 rho c1e1 pr77"
14	19	"C1C1 rho c1e1 pr77"
14	20	"C1C1 rho c1e1 pr77"
14	21	"C1C1 rho c1e1 pr78"
14	22	"C1C1 rho c1e1 pr78"
14	23	"C1C1 rho c1e1 pr78"
14	24	"C1C1 rho c1e1 pr78"
15	1	"C1C1 rho c1e1 pr85"
15	2	"C1C1 rho c1e1 pr85"
15	3	"C1C1 rho c1e1 pr85"
15	4	"C1C1 rho c1e1 pr85"
15	5	"C1C1 rho c1e1 pr86"
15	6	"C1C1 rho c1e1 pr86"
15	7	"C1C1 rho c1e1 pr86"
15	8	"C1C1 rho c1e1 pr86"
15	9	"C1C1 rho c1e1 pr87"
15	10	"C1C1 rho c1e1 pr87"
15	11	"C1C1 rho c1e1 pr87"
15	12	"C1C1 rho c1e1 pr87"
15	13	"C1C1 rho c1e1 pr88"
15	14	"C1C1 rho c1e1 pr88"
15	15	"C1C1 rho c1e1 pr88"
15	16	"C1C1 rho c1e1 pr88"
15	17	"C1C1 rho c1e1 pr89"
15	18	"C1C1 rho c1e1 pr89"
15	19	"C1C1 rho c1e1 pr89"
15	20	"C1C1 rho c1e1 pr89"
15	21	"C1C1 rho c1e1 pr90"
15	22	"C1C1 rho c1e1 pr90"
15	23	"C1C1 rho c1e1 pr90"
15	24	"C1C1 rho c1e1 pr90"
16	1	"C1C1 rho c1e1 pr85"
16	2	"C1C1 rho c1e1 pr85"
16	3	"C1C1 rho c1e1 pr85"
16	4	"C1C1 rho c1e1 pr85"
16	5	"C1C1 rho c1e1 pr86"
16	6	"C1C1 rho c1e1 pr86"
16	7	"C1C1 rho c1e1 pr86"
16	8	"C1C1 rho c1e1 pr86"
16	9	"C1C1 rho c1e1 pr87"
16	10	"C1C1 rho c1e1 pr87"
16	11	"C1C1 rho c1e1 pr87"
16	12	"C1C1 rho c1e1 pr87"
16	13	"C1C1 rho c1e1 pr88"
16	14	"C1C1 rho c1e1 pr88"
16	15	"C1C1 rho c1e1 pr88"
16	16	"C1C1 rho c1e1 pr88"
16	17	"C1C1 rho c1e1 pr89"
16	18	"C1C1 rho c1e1 pr89"
16	19	"C1C1 rho c1e1 pr89"
16	20	"C1C1 rho c1e1 pr89"
16	21	"C1C1 rho c1e1 pr90"
16	22	"C1C1 rho c1e1 pr90"
16	23	"C1C1 rho c1e1 pr90"
16	24	"C1C1 rho c1e1 pr90"
